readID	Sample	sampleType	cyclaseType	HMMScore
CP001834.1-148170/1	synthetic_stool_high_S7	high	lantibiotic	38.7
CP001834.1-2222942/2	synthetic_stool_low_S0	low	lantibiotic	38.7
CP001834.1-3611268/2	synthetic_stool_low_S0	low	lantibiotic	38.7
CP001834.1-3871940/2	synthetic_stool_low_S0	low	lantibiotic	38.7
CP001834.1-4578904/2	synthetic_stool_low_S0	low	lantibiotic	38.7
CP001834.1-10436964/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-10728086/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-10965458/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-11502654/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-11563974/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-12111538/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-12903460/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-13110244/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-13236688/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-14181414/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-16008848/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-17748686/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-19043690/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-20497640/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-3193876/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-3502886/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-3813256/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-4029712/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-4057372/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-4139844/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-4150858/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-4196732/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-4204448/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-4231788/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-4564020/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-5365128/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-5657716/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-5686696/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-5893792/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-6120052/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-6260772/2	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-845650/1	synthetic_stool_low_S13	low	lantibiotic	38.7
CP001834.1-10944120/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-11148104/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-11397774/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-11433972/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-11656726/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-11699732/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-12295008/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-12334866/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-12912020/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-1564262/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-15883480/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-16895600/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-17349656/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-17437270/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-18049776/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-18844262/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-20281322/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-20397298/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-20677080/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-21483230/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-21663118/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-22139154/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-22399604/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-22962340/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-23511352/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-23722984/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-23909256/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-2407800/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-24499630/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-24805296/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-25115124/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-2572916/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-2742594/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-27721540/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-28121190/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-29067146/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-29557204/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-29621622/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-30386574/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-3092792/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-32377122/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-32799860/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-3507412/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-395264/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-4202846/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-4758932/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-5133176/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-8162498/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-9495162/2	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-9537094/1	synthetic_stool_low_S14	low	lantibiotic	38.7
CP001834.1-154674/2	synthetic_stool_low_S15	low	lantibiotic	38.7
CP001834.1-635858/1	synthetic_stool_low_S15	low	lantibiotic	38.7
CP002365.1-3127230/1	synthetic_stool_low_S19	low	lantibiotic	38.7
CP001834.1-1112630/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-1248568/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-13566284/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-13847612/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-13895654/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-13947238/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-14695366/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-16325110/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-1666312/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-16781824/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-16932562/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-17823392/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-18813642/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-19082888/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-19606248/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-19778994/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-21844908/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-21958546/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-2270332/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-3198350/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-3827304/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-3841190/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-394242/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-4897490/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-5065462/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-6388948/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-6880806/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-7134374/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-8265974/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-9218262/1	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-9656576/2	synthetic_stool_low_S2	low	lantibiotic	38.7
CP001834.1-1100490/1	synthetic_stool_low_S24	low	lantibiotic	38.7
CP001834.1-269130/2	synthetic_stool_low_S24	low	lantibiotic	38.7
CP001834.1-714728/2	synthetic_stool_low_S24	low	lantibiotic	38.7
CP001834.1-935568/2	synthetic_stool_low_S24	low	lantibiotic	38.7
CP001834.1-1110604/2	synthetic_stool_low_S29	low	lantibiotic	38.7
CP001834.1-1998534/1	synthetic_stool_low_S29	low	lantibiotic	38.7
CP001834.1-2284410/1	synthetic_stool_low_S29	low	lantibiotic	38.7
CP001834.1-2284586/2	synthetic_stool_low_S29	low	lantibiotic	38.7
CP001834.1-2472010/2	synthetic_stool_low_S29	low	lantibiotic	38.7
CP001834.1-3120312/2	synthetic_stool_low_S29	low	lantibiotic	38.7
CP001834.1-32902/1	synthetic_stool_low_S29	low	lantibiotic	38.7
CP001834.1-3440394/1	synthetic_stool_low_S29	low	lantibiotic	38.7
CP001834.1-4193652/1	synthetic_stool_low_S29	low	lantibiotic	38.7
CP001834.1-423250/2	synthetic_stool_low_S29	low	lantibiotic	38.7
CP001834.1-10039770/1	synthetic_stool_low_S36	low	lantibiotic	38.7
CP001834.1-11559768/1	synthetic_stool_low_S36	low	lantibiotic	38.7
CP001834.1-2460620/2	synthetic_stool_low_S36	low	lantibiotic	38.7
CP001834.1-3830750/1	synthetic_stool_low_S36	low	lantibiotic	38.7
CP001834.1-4103162/1	synthetic_stool_low_S36	low	lantibiotic	38.7
CP001834.1-4257260/1	synthetic_stool_low_S36	low	lantibiotic	38.7
CP001834.1-5322214/1	synthetic_stool_low_S36	low	lantibiotic	38.7
CP001834.1-6032594/1	synthetic_stool_low_S36	low	lantibiotic	38.7
CP001834.1-7966994/2	synthetic_stool_low_S36	low	lantibiotic	38.7
CP001834.1-8052692/1	synthetic_stool_low_S36	low	lantibiotic	38.7
CP001834.1-8429960/2	synthetic_stool_low_S36	low	lantibiotic	38.7
CP001834.1-8603882/2	synthetic_stool_low_S36	low	lantibiotic	38.7
CP001834.1-953666/2	synthetic_stool_low_S36	low	lantibiotic	38.7
CP001834.1-148544/2	synthetic_stool_low_S41	low	lantibiotic	38.7
CP001834.1-1131150/1	synthetic_stool_low_S46	low	lantibiotic	38.7
CP001834.1-1187624/2	synthetic_stool_low_S46	low	lantibiotic	38.7
CP001834.1-1543556/2	synthetic_stool_low_S46	low	lantibiotic	38.7
CP001834.1-169052/1	synthetic_stool_low_S51	low	lantibiotic	38.7
CP001834.1-69934/1	synthetic_stool_low_S51	low	lantibiotic	38.7
CP001834.1-307240/1	synthetic_stool_low_S54	low	lantibiotic	38.7
CP001834.1-130338/1	synthetic_stool_low_S58	low	lantibiotic	38.7
CP001834.1-957252/2	synthetic_stool_low_S58	low	lantibiotic	38.7
CP001834.1-468310/1	synthetic_stool_low_S60	low	lantibiotic	38.7
CP001834.1-375326/1	synthetic_stool_low_S65	low	lantibiotic	38.7
CP001834.1-4013386/1	synthetic_stool_low_S65	low	lantibiotic	38.7
CP001834.1-4571064/1	synthetic_stool_low_S65	low	lantibiotic	38.7
CP001834.1-4765878/2	synthetic_stool_low_S65	low	lantibiotic	38.7
CP001834.1-4874336/1	synthetic_stool_low_S65	low	lantibiotic	38.7
CP001834.1-5075274/1	synthetic_stool_low_S65	low	lantibiotic	38.7
CP001834.1-161146/2	synthetic_stool_low_S66	low	lantibiotic	38.7
CP001834.1-43660/1	synthetic_stool_low_S66	low	lantibiotic	38.7
CP001834.1-1441950/2	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-1827760/1	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-1888274/2	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-1974060/1	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-237194/2	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-3192288/1	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-3243806/2	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-3668974/1	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-4040934/1	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-4453888/1	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-4718246/1	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-4893396/2	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-5144368/1	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-5256128/2	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-7561096/1	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-7801056/2	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-7863672/1	synthetic_stool_low_S69	low	lantibiotic	38.7
CP001834.1-1038144/1	synthetic_stool_low_S7	low	lantibiotic	38.7
CP001834.1-126258/2	synthetic_stool_low_S7	low	lantibiotic	38.7
CP001834.1-1970364/2	synthetic_stool_low_S7	low	lantibiotic	38.7
CP001834.1-1634738/1	synthetic_stool_low_S8	low	lantibiotic	38.7
CP001834.1-2229450/1	synthetic_stool_low_S8	low	lantibiotic	38.7
CP001834.1-2491214/2	synthetic_stool_low_S8	low	lantibiotic	38.7
CP001834.1-404110/1	synthetic_stool_low_S8	low	lantibiotic	38.7
CP001834.1-522240/2	synthetic_stool_low_S8	low	lantibiotic	38.7
CP001834.1-287008/1	synthetic_stool_high_S11	high	lantibiotic	38.6
CP001834.1-1794546/2	synthetic_stool_high_S14	high	lantibiotic	38.6
CP001834.1-507584/1	synthetic_stool_high_S25	high	lantibiotic	38.6
CP001834.1-95016/2	synthetic_stool_high_S51	high	lantibiotic	38.6
CP001834.1-4557528/1	synthetic_stool_low_S0	low	lantibiotic	38.6
CP001834.1-16308254/1	synthetic_stool_low_S2	low	lantibiotic	38.6
CP001834.1-618614/2	synthetic_stool_low_S65	low	lantibiotic	38.6
CP001834.1-12716/2	synthetic_stool_high_S10	high	lantibiotic	38.5
CP001834.1-1476148/2	synthetic_stool_high_S14	high	lantibiotic	38.5
CP001834.1-1980448/1	synthetic_stool_high_S14	high	lantibiotic	38.5
CP001834.1-82960/1	synthetic_stool_high_S18	high	lantibiotic	38.5
CP001834.1-2178962/1	synthetic_stool_high_S21	high	lantibiotic	38.5
CP001834.1-4061268/1	synthetic_stool_high_S21	high	lantibiotic	38.5
CP001834.1-626032/2	synthetic_stool_high_S21	high	lantibiotic	38.5
CP001834.1-241334/1	synthetic_stool_high_S25	high	lantibiotic	38.5
CP001834.1-33044/1	synthetic_stool_high_S29	high	lantibiotic	38.5
CP001834.1-622172/1	synthetic_stool_high_S30	high	lantibiotic	38.5
CP001834.1-317218/1	synthetic_stool_high_S35	high	lantibiotic	38.5
CP001834.1-718014/1	synthetic_stool_high_S36	high	lantibiotic	38.5
CP001834.1-721548/2	synthetic_stool_high_S36	high	lantibiotic	38.5
CP001834.1-1731118/2	synthetic_stool_high_S4	high	lantibiotic	38.5
CP001834.1-184400/1	synthetic_stool_high_S4	high	lantibiotic	38.5
CP001834.1-2060/2	synthetic_stool_high_S40	high	lantibiotic	38.5
CP001834.1-60302/2	synthetic_stool_high_S44	high	lantibiotic	38.5
CP001834.1-779768/2	synthetic_stool_high_S44	high	lantibiotic	38.5
CP001834.1-95074/1	synthetic_stool_high_S44	high	lantibiotic	38.5
CP001834.1-3782516/1	synthetic_stool_high_S50	high	lantibiotic	38.5
CP001834.1-4573180/2	synthetic_stool_high_S50	high	lantibiotic	38.5
CP001834.1-5274944/1	synthetic_stool_high_S50	high	lantibiotic	38.5
CP001834.1-5543714/2	synthetic_stool_high_S50	high	lantibiotic	38.5
CP001834.1-609994/1	synthetic_stool_high_S58	high	lantibiotic	38.5
CP001834.1-137662/2	synthetic_stool_high_S59	high	lantibiotic	38.5
CP001834.1-27436/1	synthetic_stool_high_S60	high	lantibiotic	38.5
CP001834.1-938256/2	synthetic_stool_high_S68	high	lantibiotic	38.5
CP001834.1-1666048/1	synthetic_stool_low_S0	low	lantibiotic	38.5
CP001834.1-4066846/1	synthetic_stool_low_S0	low	lantibiotic	38.5
CP001834.1-4159386/2	synthetic_stool_low_S0	low	lantibiotic	38.5
CP001834.1-480736/2	synthetic_stool_low_S0	low	lantibiotic	38.5
CP001834.1-4847316/1	synthetic_stool_low_S0	low	lantibiotic	38.5
CP001834.1-4873322/2	synthetic_stool_low_S0	low	lantibiotic	38.5
CP001834.1-4979564/1	synthetic_stool_low_S0	low	lantibiotic	38.5
CP001834.1-10481910/1	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-10765704/1	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-13093744/1	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-13948614/2	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-14241626/1	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-14938858/1	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-14957050/2	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-16814858/1	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-18447548/1	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-19125796/2	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-19960022/1	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-20329608/2	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-20868348/2	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-2411158/2	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-4566566/2	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-5422316/2	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-6089058/1	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-656366/1	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-9507064/2	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-9671508/1	synthetic_stool_low_S13	low	lantibiotic	38.5
CP001834.1-11298414/1	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-11382234/1	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-1366834/2	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-15014578/1	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-15867580/2	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-16149284/1	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-20410342/2	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-20501358/2	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-22909820/2	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-24730236/1	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-25071354/1	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-25323088/1	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-2881752/1	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-28924450/2	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-29897296/2	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-31732588/1	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-32338618/1	synthetic_stool_low_S14	low	lantibiotic	38.5
CP001834.1-33257498/1	synthetic_stool_low_S14	low	lantibiotic	38.5
