sseqid	slen	sstart	send	qseqid	qlen	qstart	qend	pident	evalue	Sample	cutoff
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	383	482	gi|529222834|ref|NC_021985.1|-9238792/2	100	1	100	97	5.26e-45	synthetic_stool_low_S51	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	501	402	gi|529222834|ref|NC_021985.1|-8643674/2	100	1	100	98	1.13e-46	synthetic_stool_low_S51	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	408	507	gi|529222834|ref|NC_021985.1|-8001780/2	100	1	100	98	1.13e-46	synthetic_stool_low_S51	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	407	506	gi|529222834|ref|NC_021985.1|-5934402/1	100	1	100	98	1.13e-46	synthetic_stool_low_S51	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	405	504	gi|529222834|ref|NC_021985.1|-5881446/1	100	1	100	99	2.43e-48	synthetic_stool_low_S51	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	417	516	gi|529222834|ref|NC_021985.1|-5737910/2	100	1	100	98	1.13e-46	synthetic_stool_low_S51	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	469	370	gi|529222834|ref|NC_021985.1|-4551734/2	100	1	100	97	5.26e-45	synthetic_stool_low_S51	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	490	391	gi|529222834|ref|NC_021985.1|-4400614/2	100	1	100	96	2.45e-43	synthetic_stool_low_S51	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__11770__siderophore__ANTISMASH__3392487_3404257-iucA-iucC-1	1770	525	426	gi|529222834|ref|NC_021985.1|-674968/2	100	1	100	94	5.3e-40	synthetic_stool_low_S51	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000020.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig20.1,_whole_genome_shotgun_sequence__11794__siderophore__ANTISMASH__19210_31004-iucA-iucC-1	1794	531	432	gi|529222834|ref|NC_021985.1|-674968/2	100	1	100	88	5.37e-30	synthetic_stool_low_S51	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	465	564	CP012944.1-1267278/1	100	1	100	96	2.45e-43	synthetic_stool_low_S47	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	451	550	CP012944.1-118368/2	100	1	100	96	2.45e-43	synthetic_stool_low_S47	minus_five_score
GCA_001267515.1_ASM126751v1__CP011998.1_Ralstonia_solanacearum_strain_YC45_plasmid,_complete_sequence__53760__siderophore__ANTISMASH__524469_578229-iucA-iucC-1	1890	1013	914	CP011998.1-430/1	100	1	100	99	2.43e-48	synthetic_stool_low_S45	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	567	468	CP012944.1-1611722/2	100	1	100	99	2.43e-48	synthetic_stool_low_S43	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	471	570	CP012944.1-1494548/2	100	1	100	98	1.13e-46	synthetic_stool_low_S43	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	562	463	CP012944.1-454084/1	100	1	100	99	2.43e-48	synthetic_stool_low_S43	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	517	418	gi|529222834|ref|NC_021985.1|-773088/2	100	1	100	99	2.43e-48	synthetic_stool_low_S41	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	512	413	gi|529222834|ref|NC_021985.1|-663254/2	100	1	100	98	1.13e-46	synthetic_stool_low_S41	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	412	511	gi|529222834|ref|NC_021985.1|-5828452/2	100	1	100	98	1.13e-46	synthetic_stool_low_S34	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	414	513	gi|529222834|ref|NC_021985.1|-5159808/2	100	1	100	99	2.43e-48	synthetic_stool_low_S34	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	514	415	gi|529222834|ref|NC_021985.1|-3717828/2	100	1	100	97	5.26e-45	synthetic_stool_low_S34	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	371	468	gi|529222834|ref|NC_021985.1|-3449870/2	100	1	98	97.959	1.46e-45	synthetic_stool_low_S34	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	393	492	gi|529222834|ref|NC_021985.1|-4758214/2	100	1	100	99	2.43e-48	synthetic_stool_low_S32	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	495	396	gi|529222834|ref|NC_021985.1|-3432336/1	100	1	100	99	2.43e-48	synthetic_stool_low_S32	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	402	501	gi|529222834|ref|NC_021985.1|-101350/1	100	1	100	99	2.43e-48	synthetic_stool_low_S32	minus_five_score
GCA_001267515.1_ASM126751v1__CP011998.1_Ralstonia_solanacearum_strain_YC45_plasmid,_complete_sequence__53760__siderophore__ANTISMASH__524469_578229-iucA-iucC-1	1890	1018	919	CP011998.1-7400614/2	100	1	100	98	1.13e-46	synthetic_stool_low_S28	minus_five_score
GCA_001267515.1_ASM126751v1__CP011998.1_Ralstonia_solanacearum_strain_YC45_plasmid,_complete_sequence__53760__siderophore__ANTISMASH__524469_578229-iucA-iucC-2	1836	653	556	CP011998.1-4349618/2	100	1	98	94.898	1.47e-40	synthetic_stool_low_S28	minus_five_score
GCA_001267515.1_ASM126751v1__CP011998.1_Ralstonia_solanacearum_strain_YC45_plasmid,_complete_sequence__53760__siderophore__ANTISMASH__524469_578229-iucA-iucC-1	1890	920	1019	CP011998.1-1035468/2	100	1	100	98	1.13e-46	synthetic_stool_low_S28	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	577	478	CP012944.1-968932/2	100	1	100	98	1.13e-46	synthetic_stool_low_S26	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	561	462	CP012944.1-866964/1	100	1	100	98	1.13e-46	synthetic_stool_low_S26	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	448	547	CP012944.1-473732/1	100	1	100	98	1.13e-46	synthetic_stool_low_S26	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	544	445	CP012944.1-327350/2	100	1	100	96	2.45e-43	synthetic_stool_low_S25	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__11770__siderophore__ANTISMASH__3392487_3404257-iucA-iucC-1	1770	427	526	gi|529222834|ref|NC_021985.1|-222136/2	100	1	100	94	5.3e-40	synthetic_stool_low_S21	minus_five_score
GCA_000014845.1_ASM1484v1__DQ381420.1_Escherichia_coli_APEC_O1_plasmid_pAPEC-O1-ColBM,_complete_sequence__14415__siderophore__ANTISMASH__140001_154416-iucA-iucC-2	1725	917	818	DQ381420.1-150580/2	100	1	100	94	5.3e-40	synthetic_stool_low_S20	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	467	566	CP012944.1-739072/2	100	1	100	99	2.43e-48	synthetic_stool_low_S16	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	469	568	CP012944.1-396196/1	100	1	100	99	2.43e-48	synthetic_stool_low_S16	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000020.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig20.1,_whole_genome_shotgun_sequence__11794__siderophore__ANTISMASH__19210_31004-iucA-iucC-1	1794	905	806	JOFH01000020.1-31042/2	100	1	100	94	5.3e-40	synthetic_stool_high_S7	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__11770__siderophore__ANTISMASH__3392487_3404257-iucA-iucC-1	1770	899	803	JOFH01000020.1-31042/2	100	1	96	84.694	9.06e-23	synthetic_stool_high_S7	minus_five_score
GCA_001558915.1_ASM155891v1__CP014065.1_Achromobacter_xylosoxidans_strain_FDAARGOS_162,_complete_genome__11233__siderophore__ANTISMASH__5127799_5139032-iucA-iucC-1	1233	474	573	CP014065.1-1594952/2	100	1	100	94	5.3e-40	synthetic_stool_high_S64	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	563	464	CP012944.1-11702/1	100	1	100	99	2.43e-48	synthetic_stool_high_S60	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	561	462	CP012944.1-293206/1	100	1	100	99	2.43e-48	synthetic_stool_high_S6	minus_five_score
GCA_000014845.1_ASM1484v1__DQ381420.1_Escherichia_coli_APEC_O1_plasmid_pAPEC-O1-ColBM,_complete_sequence__14415__siderophore__ANTISMASH__140001_154416-iucA-iucC-1	1743	400	499	DQ381420.1-21884/2	100	1	100	94	5.3e-40	synthetic_stool_high_S58	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	396	495	gi|529222834|ref|NC_021985.1|-106924/2	100	1	100	99	2.43e-48	synthetic_stool_high_S56	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	499	400	gi|529222834|ref|NC_021985.1|-19404/2	100	1	100	99	2.43e-48	synthetic_stool_high_S56	minus_five_score
GCA_001558915.1_ASM155891v1__CP014065.1_Achromobacter_xylosoxidans_strain_FDAARGOS_162,_complete_genome__11233__siderophore__ANTISMASH__5127799_5139032-iucA-iucC-1	1233	947	848	CP014065.1-869170/2	100	1	100	94	5.3e-40	synthetic_stool_high_S55	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	491	392	gi|529222834|ref|NC_021985.1|-237784/2	100	1	100	97	5.26e-45	synthetic_stool_high_S46	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	554	457	CP012944.1-1483926/2	100	1	98	97.959	1.46e-45	synthetic_stool_high_S44	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	569	470	CP012944.1-698186/2	100	1	100	99	2.43e-48	synthetic_stool_high_S44	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	559	460	CP012944.1-498452/1	100	1	100	97	5.26e-45	synthetic_stool_high_S44	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	565	469	CP012944.1-9250928/2	100	4	100	98.969	1.13e-46	synthetic_stool_high_S4	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	564	465	CP012944.1-9142146/1	100	1	100	99	2.43e-48	synthetic_stool_high_S4	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	453	550	CP012944.1-7797688/1	100	3	100	97.959	1.46e-45	synthetic_stool_high_S4	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	463	562	CP012944.1-7633266/2	100	1	100	99	2.43e-48	synthetic_stool_high_S4	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	457	556	CP012944.1-7616706/1	100	1	100	99	2.43e-48	synthetic_stool_high_S4	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-2	1836	575	674	CP012944.1-2181094/2	100	1	100	94	5.3e-40	synthetic_stool_high_S4	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	430	529	CP012944.1-1322864/1	100	1	100	96	2.45e-43	synthetic_stool_high_S4	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	472	571	CP012944.1-1172384/2	100	1	100	98	1.13e-46	synthetic_stool_high_S4	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	534	437	CP012944.1-101718/2	100	1	98	94.898	1.47e-40	synthetic_stool_high_S4	minus_five_score
GCA_001267515.1_ASM126751v1__CP011998.1_Ralstonia_solanacearum_strain_YC45_plasmid,_complete_sequence__53760__siderophore__ANTISMASH__524469_578229-iucA-iucC	1776	540	443	CP012944.1-101718/2	100	1	98	91.837	1.48e-35	synthetic_stool_high_S4	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	540	441	CP012944.1-46712/1	100	1	100	98	1.13e-46	synthetic_stool_high_S2	minus_five_score
GCA_001267515.1_ASM126751v1__CP011998.1_Ralstonia_solanacearum_strain_YC45_plasmid,_complete_sequence__53760__siderophore__ANTISMASH__524469_578229-iucA-iucC-1	1890	925	1024	CP011998.1-6404/1	100	1	100	98	1.13e-46	synthetic_stool_high_S19	minus_five_score
GCA_001558915.1_ASM155891v1__CP014065.1_Achromobacter_xylosoxidans_strain_FDAARGOS_162,_complete_genome__11233__siderophore__ANTISMASH__5127799_5139032-iucA-iucC-1	1233	947	850	CP014065.1-92430/2	100	1	98	94.898	1.47e-40	synthetic_stool_high_S16	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-3	1902	1015	918	CP012944.1-530842/1	100	3	100	94.898	1.47e-40	synthetic_stool_high_S11	minus_five_score
GCA_001267515.1_ASM126751v1__CP011998.1_Ralstonia_solanacearum_strain_YC45_plasmid,_complete_sequence__53760__siderophore__ANTISMASH__524469_578229-iucA-iucC-1	1890	1011	912	CP011998.1-476822/2	100	1	100	98	1.13e-46	synthetic_stool_high_S10	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000015.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_13.14_C,_whole_genome_shotgun_sequence__12355__siderophore__ANTISMASH__4087_16442-iucA-iucC-1	2355	1104	1007	AZXI01000015.1-234/2	100	1	98	94.898	1.47e-40	synthetic_stool_high_S1	minus_five_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	451	550	CP012944.1-10342384/2	100	1	100	98	1.13e-46	synthetic_stool_low_S68	median_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	420	519	gi|529222834|ref|NC_021985.1|-12408954/1	100	1	100	97	5.26e-45	synthetic_stool_low_S51	median_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	383	482	gi|529222834|ref|NC_021985.1|-9238792/2	100	1	100	97	5.26e-45	synthetic_stool_low_S51	median_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	451	550	CP012944.1-118368/2	100	1	100	96	2.45e-43	synthetic_stool_low_S47	median_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	517	418	gi|529222834|ref|NC_021985.1|-773088/2	100	1	100	99	2.43e-48	synthetic_stool_low_S41	median_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	414	513	gi|529222834|ref|NC_021985.1|-5159808/2	100	1	100	99	2.43e-48	synthetic_stool_low_S34	median_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	448	547	CP012944.1-473732/1	100	1	100	98	1.13e-46	synthetic_stool_low_S26	median_score
GCA_001587155.1_ASM158715v1__CP012944.1_Ralstonia_solanacearum_strain_IBSBF1503_plasmid,_complete_sequence__71209__siderophore__ANTISMASH__1492033_1563242-iucA-iucC-1	1770	544	445	CP012944.1-327350/2	100	1	100	96	2.45e-43	synthetic_stool_low_S25	median_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__13158__siderophore__ANTISMASH__6758340_6771498-iucA-iucC-2	1509	396	495	gi|529222834|ref|NC_021985.1|-106924/2	100	1	100	99	2.43e-48	synthetic_stool_high_S56	median_score
