readID	Sample	sampleType	cyclase_type	window	interval	HMMScore	qseqid
AZXI01000013.1-4734/2	synthetic_stool_high_S37	high	TcmJ	30_10	30_60	45.8	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-8816/1	synthetic_stool_high_S60	high	TcmJ	30_10	30_60	45.8	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
gi|529222834|ref|NC_021985.1|-209706/2	synthetic_stool_low_S54	low	TcmJ	30_10	30_60	45.8	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
gi|529222834|ref|NC_021985.1|-553294/2	synthetic_stool_high_S40	high	TcmJ	30_10	90_120	45.6	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
gi|529222834|ref|NC_021985.1|-68632/1	synthetic_stool_high_S40	high	TcmJ	30_10	90_120	45.6	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
gi|529222834|ref|NC_021985.1|-238914/2	synthetic_stool_low_S36	low	TcmJ	30_10	90_120	45.6	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
gi|529222834|ref|NC_021985.1|-328992/2	synthetic_stool_high_S18	high	TcmJ	30_10	90_120	45.5	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
gi|1098134558|emb|FOXX01000014.1|-244/2	synthetic_stool_high_S25	high	TcmJ	30_10	30_60	45.2	FOXX01000014__Bacillus_endophyticus_DSM_13796__SAMN02745910_04234
AZXI01000013.1-10244/2	synthetic_stool_high_S15	high	TcmJ	30_10	90_120	45.2	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-8120/1	synthetic_stool_high_S25	high	TcmJ	30_10	90_120	45.2	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-2996/1	synthetic_stool_high_S37	high	TcmJ	30_10	90_120	45.2	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-11736/1	synthetic_stool_low_S45	low	TcmJ	30_10	90_120	45.2	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-1662/1	synthetic_stool_low_S59	low	TcmJ	30_10	90_120	45.2	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-544/2	synthetic_stool_low_S69	low	TcmJ	30_10	90_120	45.2	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-3366/2	synthetic_stool_low_S9	low	TcmJ	30_10	90_120	45.2	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-9400/2	synthetic_stool_low_S9	low	TcmJ	30_10	90_120	45.2	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-11406/1	synthetic_stool_high_S28	high	TcmJ	30_10	90_120	45	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-1792/2	synthetic_stool_high_S60	high	TcmJ	30_10	90_120	45	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
JOFH01000019.1-2086/1	synthetic_stool_high_S18	high	TcmJ	30_10	90_120	44.7	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-5924/2	synthetic_stool_high_S19	high	TcmJ	30_10	90_120	44.7	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-4156/1	synthetic_stool_high_S2	high	TcmJ	30_10	90_120	44.7	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-18336/1	synthetic_stool_high_S26	high	TcmJ	30_10	90_120	44.7	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-13096/1	synthetic_stool_high_S6	high	TcmJ	30_10	90_120	44.7	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
gi|529222834|ref|NC_021985.1|-164896/2	synthetic_stool_high_S8	high	TcmJ	30_10	90_120	44.7	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
JOFH01000019.1-1260/1	synthetic_stool_low_S3	low	TcmJ	30_10	90_120	44.7	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
gi|529222834|ref|NC_021985.1|-50904/2	synthetic_stool_low_S36	low	TcmJ	30_10	90_120	44.7	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
gi|529222834|ref|NC_021985.1|-59864/1	synthetic_stool_low_S47	low	TcmJ	30_10	90_120	44.7	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
JOFH01000019.1-1628/1	synthetic_stool_low_S52	low	TcmJ	30_10	90_120	44.7	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
gi|529222834|ref|NC_021985.1|-778206/2	synthetic_stool_high_S45	high	TcmJ	30_10	90_120	44.6	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
JOFH01000019.1-5262/2	synthetic_stool_high_S6	high	TcmJ	30_10	90_120	44.6	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-5348/2	synthetic_stool_high_S6	high	TcmJ	30_10	90_120	44.6	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
gi|529222834|ref|NC_021985.1|-528732/2	synthetic_stool_low_S26	low	TcmJ	30_10	90_120	44.6	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
AZXI01000013.1-9346/1	synthetic_stool_high_S24	high	TcmJ	30_10	30_60	44.4	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-2324/1	synthetic_stool_high_S60	high	TcmJ	30_10	30_60	44.4	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-510/1	synthetic_stool_low_S5	low	TcmJ	30_10	30_60	44.4	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-9466/1	synthetic_stool_low_S9	low	TcmJ	30_10	30_60	44.4	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-5694/1	synthetic_stool_low_S53	low	TcmJ	30_10	40_70	44.4	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-16950/1	synthetic_stool_low_S56	low	TcmJ	30_10	40_70	44.4	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|529222834|ref|NC_021985.1|-30968/1	synthetic_stool_high_S59	high	TcmJ	30_10	90_120	44.4	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
AZXI01000013.1-9716/2	synthetic_stool_high_S28	high	TcmJ	30_10	30_60	44.3	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-12038/2	synthetic_stool_high_S38	high	TcmJ	30_10	30_60	44.3	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-7578/2	synthetic_stool_high_S69	high	TcmJ	30_10	30_60	44.3	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
gi|529222834|ref|NC_021985.1|-572452/2	synthetic_stool_low_S54	low	TcmJ	30_10	90_120	44.3	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
gi|640930959|gb|JJOH01000095.1|-12120/2	synthetic_stool_high_S31	high	TcmJ	30_10	30_60	44.2	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
JOFH01000019.1-17340/2	synthetic_stool_high_S35	high	TcmJ	30_10	30_60	44.2	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
gi|640930959|gb|JJOH01000095.1|-256/1	synthetic_stool_high_S39	high	TcmJ	30_10	30_60	44.2	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
JOFH01000019.1-2934/1	synthetic_stool_high_S64	high	TcmJ	30_10	30_60	44.2	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
gi|640932211|gb|JJOH01000028.1|-1424/2	synthetic_stool_low_S43	low	TcmJ	30_10	30_60	44.2	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
AZXI01000013.1-9552/2	synthetic_stool_low_S45	low	TcmJ	30_10	30_60	44.2	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-9870/1	synthetic_stool_low_S49	low	TcmJ	30_10	30_60	44.2	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-16004/1	synthetic_stool_low_S53	low	TcmJ	30_10	30_60	44.2	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-3488/1	synthetic_stool_low_S56	low	TcmJ	30_10	30_60	44.2	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-5974/1	synthetic_stool_low_S56	low	TcmJ	30_10	30_60	44.2	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-436/2	synthetic_stool_low_S67	low	TcmJ	30_10	30_60	44.2	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
JOFH01000019.1-11564/1	synthetic_stool_high_S26	high	TcmJ	30_10	30_60	44.1	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-13846/2	synthetic_stool_high_S26	high	TcmJ	30_10	30_60	44.1	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-3052/2	synthetic_stool_high_S35	high	TcmJ	30_10	30_60	44.1	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-17572/2	synthetic_stool_low_S0	low	TcmJ	30_10	30_60	44.1	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-11612/1	synthetic_stool_low_S36	low	TcmJ	30_10	30_60	44.1	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-17864/2	synthetic_stool_low_S36	low	TcmJ	30_10	30_60	44.1	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-5216/2	synthetic_stool_low_S45	low	TcmJ	30_10	30_60	44.1	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
gi|640932211|gb|JJOH01000028.1|-5006/1	synthetic_stool_low_S49	low	TcmJ	30_10	30_60	44.1	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
JOFH01000019.1-15996/2	synthetic_stool_low_S59	low	TcmJ	30_10	30_60	44.1	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-7210/1	synthetic_stool_low_S60	low	TcmJ	30_10	30_60	44.1	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-3526/1	synthetic_stool_low_S68	low	TcmJ	30_10	30_60	44.1	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-19904/1	synthetic_stool_high_S26	high	TcmJ	30_10	30_60	44	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-14140/1	synthetic_stool_high_S27	high	TcmJ	30_10	30_60	44	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
gi|640932211|gb|JJOH01000028.1|-1774/1	synthetic_stool_high_S31	high	TcmJ	30_10	30_60	44	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
JOFH01000019.1-2352/1	synthetic_stool_high_S37	high	TcmJ	30_10	30_60	44	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-1260/2	synthetic_stool_high_S40	high	TcmJ	30_10	30_60	44	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
gi|640932211|gb|JJOH01000028.1|-3504/1	synthetic_stool_high_S61	high	TcmJ	30_10	30_60	44	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
JOFH01000019.1-3642/2	synthetic_stool_low_S36	low	TcmJ	30_10	30_60	44	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-18218/2	synthetic_stool_low_S68	low	TcmJ	30_10	30_60	44	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
gi|529222834|ref|NC_021985.1|-156312/2	synthetic_stool_high_S15	high	TcmJ	30_10	90_120	43.9	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
JOFH01000019.1-17312/2	synthetic_stool_high_S2	high	TcmJ	30_10	90_120	43.8	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
AZXI01000013.1-4120/2	synthetic_stool_high_S24	high	TcmJ	30_10	90_120	43.8	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-2088/2	synthetic_stool_low_S29	low	TcmJ	30_10	30_60	43.7	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-2476/1	synthetic_stool_low_S29	low	TcmJ	30_10	40_70	43.7	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-3872/1	synthetic_stool_low_S29	low	TcmJ	30_10	40_70	43.7	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|1098134558|emb|FOXX01000014.1|-2588/2	synthetic_stool_high_S23	high	TcmJ	30_10	30_60	43.6	FOXX01000014__Bacillus_endophyticus_DSM_13796__SAMN02745910_04234
gi|1098134558|emb|FOXX01000014.1|-5612/1	synthetic_stool_high_S23	high	TcmJ	30_10	30_60	43.6	FOXX01000014__Bacillus_endophyticus_DSM_13796__SAMN02745910_04234
gi|1098134558|emb|FOXX01000014.1|-344/1	synthetic_stool_high_S28	high	TcmJ	30_10	30_60	43.6	FOXX01000014__Bacillus_endophyticus_DSM_13796__SAMN02745910_04234
gi|1098134558|emb|FOXX01000014.1|-1228/2	synthetic_stool_high_S37	high	TcmJ	30_10	30_60	43.6	FOXX01000014__Bacillus_endophyticus_DSM_13796__SAMN02745910_04234
JOFH01000019.1-624/1	synthetic_stool_high_S40	high	TcmJ	30_10	30_60	43.6	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
gi|529222834|ref|NC_021985.1|-713190/2	synthetic_stool_high_S45	high	TcmJ	30_10	30_60	43.6	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
gi|1098134558|emb|FOXX01000014.1|-472/2	synthetic_stool_low_S47	low	TcmJ	30_10	30_60	43.6	FOXX01000014__Bacillus_endophyticus_DSM_13796__SAMN02745910_04234
JOFH01000019.1-9644/2	synthetic_stool_low_S59	low	TcmJ	30_10	30_60	43.6	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
JOFH01000019.1-1168/2	synthetic_stool_low_S68	low	TcmJ	30_10	30_60	43.6	NZ_JOFH01000019__S.olivaceus__IG94_RS0121830
gi|640932211|gb|JJOH01000028.1|-2566/1	synthetic_stool_high_S31	high	TcmJ	30_10	40_70	43.6	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-4982/1	synthetic_stool_high_S49	high	TcmJ	30_10	40_70	43.6	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-4780/2	synthetic_stool_high_S61	high	TcmJ	30_10	40_70	43.6	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-7294/1	synthetic_stool_high_S61	high	TcmJ	30_10	40_70	43.6	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-7544/1	synthetic_stool_low_S49	low	TcmJ	30_10	40_70	43.6	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-8238/2	synthetic_stool_low_S53	low	TcmJ	30_10	40_70	43.6	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-4232/1	synthetic_stool_low_S53	low	TcmJ	30_10	40_70	43.6	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-1182/1	synthetic_stool_low_S67	low	TcmJ	30_10	40_70	43.6	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
AZXI01000013.1-2110/1	synthetic_stool_high_S3	high	TcmJ	30_10	90_120	43.6	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-5802/1	synthetic_stool_high_S3	high	TcmJ	30_10	90_120	43.6	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
gi|1098134558|emb|FOXX01000014.1|-6340/1	synthetic_stool_high_S23	high	TcmJ	30_10	30_60	43.5	FOXX01000014__Bacillus_endophyticus_DSM_13796__SAMN02745910_04234
gi|640930959|gb|JJOH01000095.1|-308/1	synthetic_stool_low_S29	low	TcmJ	30_10	30_60	43.5	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-8132/2	synthetic_stool_high_S56	high	TcmJ	30_10	40_70	43.5	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-4288/1	synthetic_stool_high_S56	high	TcmJ	30_10	40_70	43.5	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-1670/1	synthetic_stool_high_S61	high	TcmJ	30_10	40_70	43.5	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-6538/2	synthetic_stool_high_S64	high	TcmJ	30_10	40_70	43.5	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-11228/1	synthetic_stool_low_S29	low	TcmJ	30_10	40_70	43.5	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-2130/1	synthetic_stool_low_S49	low	TcmJ	30_10	40_70	43.5	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-5518/1	synthetic_stool_low_S53	low	TcmJ	30_10	40_70	43.5	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-2462/1	synthetic_stool_low_S56	low	TcmJ	30_10	40_70	43.5	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
AZXI01000013.1-2580/2	synthetic_stool_high_S69	high	TcmJ	30_10	90_120	43.5	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-4098/1	synthetic_stool_low_S5	low	TcmJ	30_10	90_120	43.5	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-12086/2	synthetic_stool_low_S9	low	TcmJ	30_10	90_120	43.5	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
AZXI01000013.1-7390/1	synthetic_stool_low_S9	low	TcmJ	30_10	90_120	43.5	AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00144__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-4604/1	synthetic_stool_high_S49	high	TcmJ	30_10	30_60	43.4	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-2258/1	synthetic_stool_high_S49	high	TcmJ	30_10	40_70	43.4	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-6076/2	synthetic_stool_high_S56	high	TcmJ	30_10	40_70	43.4	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-1234/2	synthetic_stool_high_S61	high	TcmJ	30_10	40_70	43.4	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-7684/2	synthetic_stool_high_S61	high	TcmJ	30_10	40_70	43.4	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640930959|gb|JJOH01000095.1|-3728/1	synthetic_stool_high_S64	high	TcmJ	30_10	40_70	43.4	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-3590/1	synthetic_stool_high_S64	high	TcmJ	30_10	40_70	43.4	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-1082/1	synthetic_stool_low_S29	low	TcmJ	30_10	40_70	43.4	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|640932211|gb|JJOH01000028.1|-4348/1	synthetic_stool_low_S43	low	TcmJ	30_10	40_70	43.4	JJOH01000095.1__S.olindensis_strain_DAUFPE_5622__ctg84_orf00025__AraC_family_transcriptional_regulator
gi|529222834|ref|NC_021985.1|-335268/1	synthetic_stool_high_S18	high	TcmJ	30_10	30_60	43.3	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
gi|529222834|ref|NC_021985.1|-77568/2	synthetic_stool_high_S18	high	TcmJ	30_10	30_60	43.3	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
gi|529222834|ref|NC_021985.1|-695140/2	synthetic_stool_high_S40	high	TcmJ	30_10	30_60	43.3	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
gi|529222834|ref|NC_021985.1|-811940/2	synthetic_stool_high_S45	high	TcmJ	30_10	30_60	43.3	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
gi|529222834|ref|NC_021985.1|-394172/1	synthetic_stool_high_S50	high	TcmJ	30_10	30_60	43.3	NC_021985.1__S.collinus_Tu365__ctg1_orf06500__TcmJ
