readID	Sample	sampleType	cyclaseType	HMMScore
AZXI01000013.1-749390/2	synthetic_stool_low_S51	low	TcmJ	48.4
AZXI01000013.1-779894/2	synthetic_stool_low_S51	low	TcmJ	48.4
AZXI01000013.1-781360/2	synthetic_stool_low_S51	low	TcmJ	48.4
AZXI01000013.1-804026/1	synthetic_stool_low_S51	low	TcmJ	48.4
AZXI01000013.1-846860/1	synthetic_stool_low_S51	low	TcmJ	48.4
AZXI01000013.1-892018/1	synthetic_stool_low_S51	low	TcmJ	48.4
AZXI01000013.1-91906/2	synthetic_stool_low_S51	low	TcmJ	48.4
AZXI01000013.1-947796/1	synthetic_stool_low_S51	low	TcmJ	48.4
AZXI01000013.1-949670/1	synthetic_stool_low_S51	low	TcmJ	48.4
AZXI01000013.1-986460/1	synthetic_stool_low_S51	low	TcmJ	48.4
AZXI01000013.1-996338/1	synthetic_stool_low_S51	low	TcmJ	48.4
AZXI01000013.1-59486/1	synthetic_stool_low_S53	low	TcmJ	48.4
AZXI01000013.1-65722/1	synthetic_stool_low_S53	low	TcmJ	48.4
AZXI01000013.1-230/1	synthetic_stool_low_S25	low	TcmJ	48.3
AZXI01000013.1-3006/2	synthetic_stool_low_S25	low	TcmJ	48.3
AZXI01000013.1-1013350/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-109456/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1113160/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1212250/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1218386/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-125050/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1279182/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1283110/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1316230/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1354806/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1375346/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1379226/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1403886/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1422302/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1429720/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1467780/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1468726/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-150350/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1547110/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1547944/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1579752/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1590926/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-1756072/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-247078/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-252860/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-298664/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-304802/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-364798/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-376770/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-391706/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-436878/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-456394/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-474426/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-500760/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-60898/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-646934/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-649306/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-671870/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-718202/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-730484/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-734080/2	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-754850/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-896992/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-931768/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-994620/1	synthetic_stool_low_S51	low	TcmJ	48.3
AZXI01000013.1-21874/1	synthetic_stool_low_S53	low	TcmJ	48.3
AZXI01000013.1-78936/1	synthetic_stool_low_S53	low	TcmJ	48.3
AZXI01000013.1-1010902/2	synthetic_stool_low_S51	low	TcmJ	47.9
AZXI01000013.1-66/2	synthetic_stool_low_S64	low	TcmJ	47.8
JOFH01000019.1-120312/1	synthetic_stool_high_S7	high	TcmJ	47.7
AZXI01000013.1-789954/1	synthetic_stool_low_S51	low	TcmJ	47.7
AZXI01000013.1-904240/2	synthetic_stool_low_S51	low	TcmJ	47.7
AZXI01000013.1-941276/2	synthetic_stool_low_S51	low	TcmJ	47.7
JOFH01000019.1-504272/1	synthetic_stool_low_S64	low	TcmJ	47.7
AZXI01000013.1-259242/2	synthetic_stool_low_S51	low	TcmJ	47.6
AZXI01000013.1-549468/2	synthetic_stool_low_S51	low	TcmJ	47.5
AZXI01000013.1-1294502/2	synthetic_stool_low_S51	low	TcmJ	47.4
AZXI01000013.1-1794784/2	synthetic_stool_low_S51	low	TcmJ	47.4
AZXI01000013.1-489864/2	synthetic_stool_low_S51	low	TcmJ	47.2
AZXI01000013.1-507944/1	synthetic_stool_low_S51	low	TcmJ	47.2
AZXI01000013.1-62338/1	synthetic_stool_low_S51	low	TcmJ	47.2
AZXI01000013.1-22086/1	synthetic_stool_low_S53	low	TcmJ	47.2
AZXI01000013.1-30332/2	synthetic_stool_low_S53	low	TcmJ	47.2
AZXI01000013.1-1255186/1	synthetic_stool_low_S51	low	TcmJ	47.1
AZXI01000013.1-1268802/2	synthetic_stool_low_S51	low	TcmJ	47.1
AZXI01000013.1-266100/2	synthetic_stool_low_S51	low	TcmJ	47.1
AZXI01000013.1-1113322/2	synthetic_stool_low_S51	low	TcmJ	47
AZXI01000013.1-1515910/2	synthetic_stool_low_S51	low	TcmJ	47
AZXI01000013.1-161118/1	synthetic_stool_low_S51	low	TcmJ	47
AZXI01000013.1-1844098/1	synthetic_stool_low_S51	low	TcmJ	47
AZXI01000013.1-206410/1	synthetic_stool_low_S51	low	TcmJ	47
AZXI01000013.1-612254/1	synthetic_stool_low_S51	low	TcmJ	47
AZXI01000013.1-801756/2	synthetic_stool_low_S51	low	TcmJ	47
AZXI01000013.1-3648/2	synthetic_stool_low_S10	low	TcmJ	46.9
AZXI01000013.1-1503254/1	synthetic_stool_low_S51	low	TcmJ	46.9
JOFH01000019.1-1111426/1	synthetic_stool_low_S64	low	TcmJ	46.9
AZXI01000013.1-1018164/2	synthetic_stool_low_S51	low	TcmJ	46.8
AZXI01000013.1-1154298/1	synthetic_stool_low_S51	low	TcmJ	46.8
AZXI01000013.1-1520680/2	synthetic_stool_low_S51	low	TcmJ	46.8
AZXI01000013.1-1621922/2	synthetic_stool_low_S51	low	TcmJ	46.8
AZXI01000013.1-1745006/2	synthetic_stool_low_S51	low	TcmJ	46.8
AZXI01000013.1-259588/1	synthetic_stool_low_S51	low	TcmJ	46.8
AZXI01000013.1-441370/2	synthetic_stool_low_S51	low	TcmJ	46.8
AZXI01000013.1-466484/2	synthetic_stool_low_S51	low	TcmJ	46.8
AZXI01000013.1-732956/2	synthetic_stool_low_S51	low	TcmJ	46.8
AZXI01000013.1-76342/2	synthetic_stool_low_S51	low	TcmJ	46.8
AZXI01000013.1-777262/2	synthetic_stool_low_S51	low	TcmJ	46.8
AZXI01000013.1-942318/1	synthetic_stool_low_S51	low	TcmJ	46.8
AZXI01000013.1-1066/1	synthetic_stool_low_S52	low	TcmJ	46.8
AZXI01000013.1-883518/2	synthetic_stool_low_S51	low	TcmJ	46.7
AZXI01000013.1-995332/2	synthetic_stool_low_S51	low	TcmJ	46.7
gi|640932211|gb|JJOH01000028.1|-8826/1	synthetic_stool_low_S63	low	TcmJ	46.7
AZXI01000013.1-1235198/2	synthetic_stool_low_S51	low	TcmJ	46.6
AZXI01000013.1-1334372/1	synthetic_stool_low_S51	low	TcmJ	46.6
AZXI01000013.1-1511274/2	synthetic_stool_low_S51	low	TcmJ	46.6
AZXI01000013.1-400010/1	synthetic_stool_low_S51	low	TcmJ	46.6
AZXI01000013.1-574444/2	synthetic_stool_low_S51	low	TcmJ	46.6
AZXI01000013.1-781952/2	synthetic_stool_low_S51	low	TcmJ	46.6
AZXI01000013.1-825450/2	synthetic_stool_low_S51	low	TcmJ	46.6
AZXI01000013.1-57982/1	synthetic_stool_low_S53	low	TcmJ	46.6
AZXI01000013.1-608874/1	synthetic_stool_low_S51	low	TcmJ	46.5
gi|640930959|gb|JJOH01000095.1|-516/1	synthetic_stool_low_S29	low	TcmJ	46.4
AZXI01000013.1-471946/2	synthetic_stool_low_S51	low	TcmJ	46.4
AZXI01000013.1-1123944/2	synthetic_stool_low_S51	low	TcmJ	46.3
AZXI01000013.1-1630166/2	synthetic_stool_low_S51	low	TcmJ	46.3
AZXI01000013.1-665088/2	synthetic_stool_low_S51	low	TcmJ	46.3
AZXI01000013.1-892624/2	synthetic_stool_low_S51	low	TcmJ	46.3
gi|640932211|gb|JJOH01000028.1|-18574/2	synthetic_stool_low_S56	low	TcmJ	46.3
JOFH01000019.1-501120/2	synthetic_stool_low_S64	low	TcmJ	46.3
gi|1098134558|emb|FOXX01000014.1|-25186/1	synthetic_stool_high_S12	high	TcmJ	46.2
AZXI01000013.1-1410688/2	synthetic_stool_low_S51	low	TcmJ	46.2
AZXI01000013.1-820790/1	synthetic_stool_low_S51	low	TcmJ	46.2
AZXI01000013.1-1491694/2	synthetic_stool_low_S51	low	TcmJ	46.1
AZXI01000013.1-307046/2	synthetic_stool_low_S51	low	TcmJ	46.1
AZXI01000013.1-786652/2	synthetic_stool_low_S51	low	TcmJ	46.1
JOFH01000019.1-1148236/2	synthetic_stool_low_S64	low	TcmJ	46.1
AZXI01000013.1-475250/2	synthetic_stool_low_S51	low	TcmJ	46
JOFH01000019.1-435818/2	synthetic_stool_high_S7	high	TcmJ	46
AZXI01000013.1-53820/1	synthetic_stool_low_S53	low	TcmJ	45.9
gi|529222834|ref|NC_021985.1|-5244/2	synthetic_stool_high_S53	high	TcmJ	45.8
JOFH01000019.1-129256/1	synthetic_stool_high_S7	high	TcmJ	45.8
AZXI01000013.1-1066870/1	synthetic_stool_low_S51	low	TcmJ	45.8
AZXI01000013.1-801088/2	synthetic_stool_low_S51	low	TcmJ	45.8
JOFH01000019.1-205420/2	synthetic_stool_high_S7	high	TcmJ	45.7
JOFH01000019.1-37682/2	synthetic_stool_low_S64	low	TcmJ	45.7
gi|529222834|ref|NC_021985.1|-7035316/1	synthetic_stool_low_S51	low	TcmJ	45.6
gi|529222834|ref|NC_021985.1|-36360/2	synthetic_stool_low_S25	low	TcmJ	45.6
gi|529222834|ref|NC_021985.1|-2229746/1	synthetic_stool_low_S32	low	TcmJ	45.6
gi|529222834|ref|NC_021985.1|-2305256/1	synthetic_stool_low_S32	low	TcmJ	45.6
gi|529222834|ref|NC_021985.1|-6111016/1	synthetic_stool_low_S32	low	TcmJ	45.6
gi|529222834|ref|NC_021985.1|-7893212/2	synthetic_stool_low_S32	low	TcmJ	45.6
gi|529222834|ref|NC_021985.1|-4019682/2	synthetic_stool_low_S34	low	TcmJ	45.6
gi|529222834|ref|NC_021985.1|-4900710/2	synthetic_stool_low_S34	low	TcmJ	45.6
gi|529222834|ref|NC_021985.1|-5204010/1	synthetic_stool_low_S34	low	TcmJ	45.6
gi|529222834|ref|NC_021985.1|-6509274/1	synthetic_stool_low_S34	low	TcmJ	45.6
gi|529222834|ref|NC_021985.1|-6848696/1	synthetic_stool_low_S34	low	TcmJ	45.6
gi|529222834|ref|NC_021985.1|-10331066/1	synthetic_stool_low_S51	low	TcmJ	45.6
gi|529222834|ref|NC_021985.1|-11411378/1	synthetic_stool_low_S51	low	TcmJ	45.6
gi|529222834|ref|NC_021985.1|-2609832/2	synthetic_stool_low_S51	low	TcmJ	45.6
AZXI01000013.1-1196530/2	synthetic_stool_low_S51	low	TcmJ	45.5
AZXI01000013.1-1714046/2	synthetic_stool_low_S51	low	TcmJ	45.5
AZXI01000013.1-784348/2	synthetic_stool_low_S51	low	TcmJ	45.5
gi|529222834|ref|NC_021985.1|-266090/2	synthetic_stool_low_S44	low	TcmJ	45.5
gi|529222834|ref|NC_021985.1|-11144212/2	synthetic_stool_low_S51	low	TcmJ	45.5
gi|529222834|ref|NC_021985.1|-11167566/2	synthetic_stool_low_S51	low	TcmJ	45.5
gi|529222834|ref|NC_021985.1|-1425498/2	synthetic_stool_low_S51	low	TcmJ	45.5
gi|529222834|ref|NC_021985.1|-286634/1	synthetic_stool_low_S51	low	TcmJ	45.5
JOFH01000019.1-182200/2	synthetic_stool_low_S64	low	TcmJ	45.5
AZXI01000013.1-1301772/1	synthetic_stool_low_S51	low	TcmJ	45.4
AZXI01000013.1-1715952/1	synthetic_stool_low_S51	low	TcmJ	45.4
AZXI01000013.1-655940/1	synthetic_stool_low_S51	low	TcmJ	45.4
AZXI01000013.1-868594/1	synthetic_stool_low_S51	low	TcmJ	45.4
JOFH01000019.1-633848/1	synthetic_stool_low_S64	low	TcmJ	45.4
gi|529222834|ref|NC_021985.1|-5925280/1	synthetic_stool_low_S32	low	TcmJ	45.4
gi|529222834|ref|NC_021985.1|-5916152/1	synthetic_stool_low_S34	low	TcmJ	45.4
gi|529222834|ref|NC_021985.1|-294456/1	synthetic_stool_low_S51	low	TcmJ	45.4
gi|529222834|ref|NC_021985.1|-6161010/1	synthetic_stool_low_S51	low	TcmJ	45.4
AZXI01000013.1-1563270/1	synthetic_stool_low_S51	low	TcmJ	45.3
JOFH01000019.1-148416/1	synthetic_stool_low_S64	low	TcmJ	45.2
gi|640932211|gb|JJOH01000028.1|-6454/1	synthetic_stool_high_S53	high	TcmJ	45.2
AZXI01000013.1-1077278/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-107940/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1095680/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1103538/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-119092/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1220210/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1316640/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1334370/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1359264/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1426748/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1438226/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1446816/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-144738/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1450220/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1540898/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1614992/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1619502/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1652514/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-165826/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1681020/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1696696/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1711276/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1746424/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1747234/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1765570/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1772682/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1787172/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1804704/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1829400/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-1849840/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-186852/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-220328/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-238794/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-246756/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-360092/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-403460/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-42556/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-471944/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-498620/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-52152/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-582778/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-660590/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-668850/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-691864/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-765954/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-775004/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-782064/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-815264/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-911434/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-927668/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-939804/2	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-973284/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-992288/1	synthetic_stool_low_S51	low	TcmJ	45.2
AZXI01000013.1-19350/1	synthetic_stool_low_S53	low	TcmJ	45.2
AZXI01000013.1-27312/1	synthetic_stool_low_S53	low	TcmJ	45.2
JOFH01000019.1-130/1	synthetic_stool_high_S7	high	TcmJ	45.1
AZXI01000013.1-490120/1	synthetic_stool_low_S51	low	TcmJ	45.1
JOFH01000019.1-674180/2	synthetic_stool_low_S64	low	TcmJ	45.1
JOFH01000019.1-79986/2	synthetic_stool_low_S2	low	TcmJ	45
JOFH01000019.1-708796/1	synthetic_stool_low_S64	low	TcmJ	45
AZXI01000013.1-374/2	synthetic_stool_high_S40	high	TcmJ	45
AZXI01000013.1-9566/2	synthetic_stool_high_S45	high	TcmJ	45
AZXI01000013.1-666/1	synthetic_stool_low_S10	low	TcmJ	45
gi|529222834|ref|NC_021985.1|-2214702/2	synthetic_stool_low_S34	low	TcmJ	45
AZXI01000013.1-1054106/1	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-1075674/2	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-1105822/1	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-1502836/2	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-1649356/2	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-1684548/1	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-1714140/2	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-1729556/1	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-1829922/1	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-206088/2	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-403298/2	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-409270/2	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-469162/1	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-487230/1	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-610906/1	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-707384/2	synthetic_stool_low_S51	low	TcmJ	45
AZXI01000013.1-763486/2	synthetic_stool_low_S51	low	TcmJ	45
gi|529222834|ref|NC_021985.1|-7724122/2	synthetic_stool_low_S51	low	TcmJ	45
JOFH01000019.1-157934/2	synthetic_stool_high_S7	high	TcmJ	44.9
AZXI01000013.1-1776334/2	synthetic_stool_low_S51	low	TcmJ	44.9
AZXI01000013.1-240566/1	synthetic_stool_low_S51	low	TcmJ	44.9
gi|640930959|gb|JJOH01000095.1|-1360/2	synthetic_stool_high_S53	high	TcmJ	44.9
JOFH01000019.1-227962/1	synthetic_stool_low_S64	low	TcmJ	44.9
gi|529222834|ref|NC_021985.1|-532824/1	synthetic_stool_low_S34	low	TcmJ	44.8
AZXI01000013.1-642772/2	synthetic_stool_low_S51	low	TcmJ	44.8
AZXI01000013.1-1685424/2	synthetic_stool_low_S51	low	TcmJ	44.8
JOFH01000019.1-869850/2	synthetic_stool_low_S64	low	TcmJ	44.8
AZXI01000013.1-363638/1	synthetic_stool_low_S51	low	TcmJ	44.7
AZXI01000013.1-449300/2	synthetic_stool_low_S51	low	TcmJ	44.7
AZXI01000013.1-746774/2	synthetic_stool_low_S51	low	TcmJ	44.7
JOFH01000019.1-2876/1	synthetic_stool_high_S59	high	TcmJ	44.7
JOFH01000019.1-208758/1	synthetic_stool_high_S7	high	TcmJ	44.7
JOFH01000019.1-321176/2	synthetic_stool_high_S7	high	TcmJ	44.7
JOFH01000019.1-407482/2	synthetic_stool_high_S7	high	TcmJ	44.7
