readID	Sample	sampleType	cyclaseType	HMMScore
JOFH01000019.1-6004/2	synthetic_stool_high_S27	high	TcmI	61.9
gi|529222834|ref|NC_021985.1|-8884/2	synthetic_stool_high_S18	high	TcmI	61.8
JOFH01000019.1-7340/1	synthetic_stool_high_S69	high	TcmI	61.8
gi|529222834|ref|NC_021985.1|-731714/2	synthetic_stool_high_S40	high	TcmI	61.6
gi|640930959|gb|JJOH01000095.1|-1832/1	synthetic_stool_high_S49	high	TcmI	61.6
gi|640932211|gb|JJOH01000028.1|-2770/1	synthetic_stool_low_S56	low	TcmI	61.5
gi|529222834|ref|NC_021985.1|-375940/1	synthetic_stool_high_S45	high	TcmI	61.4
gi|529222834|ref|NC_021985.1|-30854/2	synthetic_stool_high_S62	high	TcmI	61.3
gi|529222834|ref|NC_021985.1|-134244/2	synthetic_stool_low_S54	low	TcmI	61.2
gi|640932211|gb|JJOH01000028.1|-3384/1	synthetic_stool_high_S64	high	TcmI	61.2
gi|640930959|gb|JJOH01000095.1|-8398/1	synthetic_stool_low_S29	low	TcmI	61.2
JOFH01000019.1-1772/1	synthetic_stool_high_S64	high	TcmI	61.1
JOFH01000019.1-7598/2	synthetic_stool_high_S2	high	TcmI	60.9
JOFH01000019.1-10254/1	synthetic_stool_high_S26	high	TcmI	60.9
JOFH01000019.1-9446/1	synthetic_stool_high_S27	high	TcmI	60.9
JOFH01000019.1-722/2	synthetic_stool_high_S56	high	TcmI	60.9
JOFH01000019.1-20746/1	synthetic_stool_high_S69	high	TcmI	60.9
JOFH01000019.1-5812/2	synthetic_stool_low_S45	low	TcmI	60.9
JOFH01000019.1-13928/2	synthetic_stool_low_S68	low	TcmI	60.9
JOFH01000019.1-7446/2	synthetic_stool_low_S68	low	TcmI	60.9
JOFH01000019.1-2328/2	synthetic_stool_high_S18	high	TcmI	60.8
JOFH01000019.1-10828/1	synthetic_stool_high_S26	high	TcmI	60.8
JOFH01000019.1-8714/1	synthetic_stool_high_S69	high	TcmI	60.8
JOFH01000019.1-17610/1	synthetic_stool_low_S59	low	TcmI	60.8
gi|640932211|gb|JJOH01000028.1|-2048/2	synthetic_stool_low_S49	low	TcmI	60.7
gi|529222834|ref|NC_021985.1|-142246/2	synthetic_stool_high_S18	high	TcmI	60.6
gi|529222834|ref|NC_021985.1|-450728/1	synthetic_stool_high_S18	high	TcmI	60.6
gi|529222834|ref|NC_021985.1|-52472/1	synthetic_stool_high_S8	high	TcmI	60.6
gi|529222834|ref|NC_021985.1|-511384/2	synthetic_stool_low_S36	low	TcmI	60.6
gi|529222834|ref|NC_021985.1|-825606/1	synthetic_stool_low_S36	low	TcmI	60.6
JOFH01000019.1-22354/1	synthetic_stool_low_S30	low	TcmI	60.6
JOFH01000019.1-12972/1	synthetic_stool_high_S19	high	TcmI	60.5
JOFH01000019.1-14800/2	synthetic_stool_high_S37	high	TcmI	60.5
gi|529222834|ref|NC_021985.1|-448714/2	synthetic_stool_high_S8	high	TcmI	60.5
gi|529222834|ref|NC_021985.1|-709720/1	synthetic_stool_high_S15	high	TcmI	60.4
gi|529222834|ref|NC_021985.1|-364686/2	synthetic_stool_high_S8	high	TcmI	60.4
gi|529222834|ref|NC_021985.1|-448810/2	synthetic_stool_low_S36	low	TcmI	60.4
gi|529222834|ref|NC_021985.1|-511610/1	synthetic_stool_low_S36	low	TcmI	60.4
JOFH01000019.1-12056/2	synthetic_stool_high_S69	high	TcmI	60.3
gi|529222834|ref|NC_021985.1|-407388/2	synthetic_stool_high_S59	high	TcmI	60.3
JOFH01000019.1-14178/2	synthetic_stool_low_S59	low	TcmI	60.3
JOFH01000019.1-23534/2	synthetic_stool_high_S69	high	TcmI	60.3
JOFH01000019.1-13468/1	synthetic_stool_high_S19	high	TcmI	60.2
gi|640930959|gb|JJOH01000095.1|-16224/2	synthetic_stool_low_S29	low	TcmI	60.2
JOFH01000019.1-15742/2	synthetic_stool_high_S69	high	TcmI	60.1
JOFH01000019.1-484/1	synthetic_stool_low_S25	low	TcmI	60.1
JOFH01000019.1-19782/2	synthetic_stool_low_S68	low	TcmI	60
JOFH01000019.1-2192/2	synthetic_stool_high_S37	high	TcmI	60
JOFH01000019.1-13986/2	synthetic_stool_high_S6	high	TcmI	60
JOFH01000019.1-222/2	synthetic_stool_low_S25	low	TcmI	60
JOFH01000019.1-18566/2	synthetic_stool_low_S36	low	TcmI	60
gi|640932211|gb|JJOH01000028.1|-2456/1	synthetic_stool_high_S56	high	TcmI	60
JOFH01000019.1-692/1	synthetic_stool_low_S9	low	TcmI	60
JOFH01000019.1-11042/2	synthetic_stool_high_S26	high	TcmI	60
JOFH01000019.1-20936/2	synthetic_stool_high_S37	high	TcmI	60
JOFH01000019.1-17960/1	synthetic_stool_high_S69	high	TcmI	60
JOFH01000019.1-16864/2	synthetic_stool_high_S19	high	TcmI	59.9
JOFH01000019.1-12946/1	synthetic_stool_high_S37	high	TcmI	59.9
JOFH01000019.1-558/1	synthetic_stool_high_S6	high	TcmI	59.9
JOFH01000019.1-5710/2	synthetic_stool_low_S30	low	TcmI	59.9
JOFH01000019.1-18140/1	synthetic_stool_low_S45	low	TcmI	59.9
gi|640932211|gb|JJOH01000028.1|-4184/1	synthetic_stool_low_S53	low	TcmI	59.9
JOFH01000019.1-22588/1	synthetic_stool_low_S68	low	TcmI	59.9
JOFH01000019.1-8270/1	synthetic_stool_high_S19	high	TcmI	59.8
JOFH01000019.1-20162/2	synthetic_stool_high_S26	high	TcmI	59.8
JOFH01000019.1-2540/2	synthetic_stool_low_S3	low	TcmI	59.8
JOFH01000019.1-15786/2	synthetic_stool_low_S30	low	TcmI	59.8
JOFH01000019.1-11346/1	synthetic_stool_low_S60	low	TcmI	59.8
JOFH01000019.1-7194/1	synthetic_stool_low_S60	low	TcmI	59.8
JOFH01000019.1-20410/1	synthetic_stool_low_S68	low	TcmI	59.8
JOFH01000019.1-3726/1	synthetic_stool_low_S68	low	TcmI	59.8
JOFH01000019.1-19670/2	synthetic_stool_low_S0	low	TcmI	59.8
JOFH01000019.1-11680/2	synthetic_stool_high_S69	high	TcmI	59.8
JOFH01000019.1-13710/2	synthetic_stool_low_S0	low	TcmI	59.8
JOFH01000019.1-9976/1	synthetic_stool_high_S19	high	TcmI	59.8
JOFH01000019.1-12694/1	synthetic_stool_low_S0	low	TcmI	59.8
JOFH01000019.1-19782/1	synthetic_stool_low_S68	low	TcmI	59.8
JOFH01000019.1-15368/2	synthetic_stool_high_S27	high	TcmI	59.7
JOFH01000019.1-12784/1	synthetic_stool_high_S6	high	TcmI	59.7
JOFH01000019.1-20004/2	synthetic_stool_low_S0	low	TcmI	59.7
JOFH01000019.1-13544/2	synthetic_stool_low_S30	low	TcmI	59.7
gi|529222834|ref|NC_021985.1|-356014/1	synthetic_stool_high_S18	high	TcmI	59.7
JOFH01000019.1-5540/2	synthetic_stool_high_S2	high	TcmI	59.7
JOFH01000019.1-18312/1	synthetic_stool_high_S27	high	TcmI	59.7
gi|529222834|ref|NC_021985.1|-626512/1	synthetic_stool_high_S45	high	TcmI	59.7
JOFH01000019.1-1784/1	synthetic_stool_low_S25	low	TcmI	59.7
JOFH01000019.1-19236/2	synthetic_stool_high_S6	high	TcmI	59.6
JOFH01000019.1-1544/1	synthetic_stool_high_S18	high	TcmI	59.6
gi|529222834|ref|NC_021985.1|-544976/2	synthetic_stool_high_S50	high	TcmI	59.6
JOFH01000019.1-6918/1	synthetic_stool_high_S69	high	TcmI	59.6
JOFH01000019.1-2100/1	synthetic_stool_low_S0	low	TcmI	59.6
gi|640930959|gb|JJOH01000095.1|-8106/1	synthetic_stool_low_S56	low	TcmI	59.6
gi|529222834|ref|NC_021985.1|-334636/2	synthetic_stool_high_S8	high	TcmI	59.5
gi|529222834|ref|NC_021985.1|-292616/2	synthetic_stool_low_S21	low	TcmI	59.5
JOFH01000019.1-9488/1	synthetic_stool_high_S6	high	TcmI	59.4
JOFH01000019.1-20044/2	synthetic_stool_high_S69	high	TcmI	59.4
gi|640930959|gb|JJOH01000095.1|-13868/1	synthetic_stool_high_S49	high	TcmI	59.4
gi|640930959|gb|JJOH01000095.1|-19290/1	synthetic_stool_low_S56	low	TcmI	59.4
JOFH01000019.1-5300/2	synthetic_stool_low_S59	low	TcmI	59.3
gi|529222834|ref|NC_021985.1|-201898/1	synthetic_stool_high_S15	high	TcmI	59.2
gi|529222834|ref|NC_021985.1|-305176/1	synthetic_stool_high_S40	high	TcmI	59.2
gi|529222834|ref|NC_021985.1|-321660/1	synthetic_stool_high_S40	high	TcmI	59.2
gi|529222834|ref|NC_021985.1|-555970/1	synthetic_stool_high_S40	high	TcmI	59.2
gi|529222834|ref|NC_021985.1|-46856/2	synthetic_stool_high_S8	high	TcmI	59.2
gi|529222834|ref|NC_021985.1|-391592/2	synthetic_stool_low_S21	low	TcmI	59.2
gi|529222834|ref|NC_021985.1|-716744/1	synthetic_stool_low_S26	low	TcmI	59.2
gi|529222834|ref|NC_021985.1|-116490/1	synthetic_stool_low_S36	low	TcmI	59.2
gi|529222834|ref|NC_021985.1|-102354/1	synthetic_stool_low_S47	low	TcmI	59.2
JOFH01000019.1-10114/2	synthetic_stool_high_S27	high	TcmI	59.2
gi|529222834|ref|NC_021985.1|-80516/1	synthetic_stool_high_S13	high	TcmI	59.1
gi|529222834|ref|NC_021985.1|-335174/2	synthetic_stool_high_S8	high	TcmI	59.1
gi|529222834|ref|NC_021985.1|-39622/1	synthetic_stool_low_S53	low	TcmI	59.1
gi|529222834|ref|NC_021985.1|-283908/1	synthetic_stool_high_S40	high	TcmI	59
JOFH01000019.1-2554/1	synthetic_stool_low_S4	low	TcmI	59
gi|529222834|ref|NC_021985.1|-25876/1	synthetic_stool_high_S40	high	TcmI	59
gi|529222834|ref|NC_021985.1|-555330/2	synthetic_stool_low_S26	low	TcmI	59
JOFH01000019.1-23420/1	synthetic_stool_high_S6	high	TcmI	58.9
JOFH01000019.1-18180/2	synthetic_stool_high_S69	high	TcmI	58.9
gi|640930959|gb|JJOH01000095.1|-19138/2	synthetic_stool_low_S49	low	TcmI	58.9
JOFH01000019.1-12238/2	synthetic_stool_high_S2	high	TcmI	58.8
JOFH01000019.1-5686/1	synthetic_stool_high_S6	high	TcmI	58.8
JOFH01000019.1-578/1	synthetic_stool_low_S36	low	TcmI	58.8
JOFH01000019.1-6694/1	synthetic_stool_low_S36	low	TcmI	58.8
JOFH01000019.1-354/1	synthetic_stool_low_S4	low	TcmI	58.8
JOFH01000019.1-2148/1	synthetic_stool_low_S9	low	TcmI	58.8
gi|529222834|ref|NC_021985.1|-696110/2	synthetic_stool_low_S26	low	TcmI	58.8
gi|529222834|ref|NC_021985.1|-64888/1	synthetic_stool_low_S53	low	TcmI	58.8
JOFH01000019.1-10536/2	synthetic_stool_high_S27	high	TcmI	58.8
JOFH01000019.1-23030/2	synthetic_stool_low_S59	low	TcmI	58.8
JOFH01000019.1-19482/1	synthetic_stool_low_S60	low	TcmI	58.8
JOFH01000019.1-21284/2	synthetic_stool_high_S37	high	TcmI	58.8
JOFH01000019.1-13648/1	synthetic_stool_low_S30	low	TcmI	58.8
gi|529222834|ref|NC_021985.1|-110332/2	synthetic_stool_high_S40	high	TcmI	58.7
JOFH01000019.1-7070/2	synthetic_stool_low_S30	low	TcmI	58.7
JOFH01000019.1-13112/2	synthetic_stool_high_S35	high	TcmI	58.7
JOFH01000019.1-632/2	synthetic_stool_low_S9	low	TcmI	58.6
gi|529222834|ref|NC_021985.1|-428774/1	synthetic_stool_high_S50	high	TcmI	58.5
gi|529222834|ref|NC_021985.1|-57770/1	synthetic_stool_high_S50	high	TcmI	58.5
JOFH01000019.1-2724/1	synthetic_stool_high_S69	high	TcmI	58.5
JOFH01000019.1-2718/2	synthetic_stool_high_S56	high	TcmI	58.5
gi|529222834|ref|NC_021985.1|-49582/1	synthetic_stool_high_S3	high	TcmI	58.4
JOFH01000019.1-20500/2	synthetic_stool_high_S6	high	TcmI	58.3
gi|529222834|ref|NC_021985.1|-124816/1	synthetic_stool_low_S54	low	TcmI	58.3
JOFH01000019.1-22232/1	synthetic_stool_high_S69	high	TcmI	58.3
JOFH01000019.1-11038/2	synthetic_stool_low_S36	low	TcmI	58.3
JOFH01000019.1-17464/1	synthetic_stool_high_S35	high	TcmI	58.2
JOFH01000019.1-2090/1	synthetic_stool_high_S35	high	TcmI	58.2
gi|529222834|ref|NC_021985.1|-472916/2	synthetic_stool_low_S21	low	TcmI	58.2
gi|529222834|ref|NC_021985.1|-33742/1	synthetic_stool_low_S36	low	TcmI	58.2
gi|529222834|ref|NC_021985.1|-363078/2	synthetic_stool_low_S36	low	TcmI	58.2
JOFH01000019.1-2286/2	synthetic_stool_high_S19	high	TcmI	58.1
JOFH01000019.1-84/1	synthetic_stool_high_S68	high	TcmI	58.1
JOFH01000019.1-2796/2	synthetic_stool_high_S6	high	TcmI	58.1
JOFH01000019.1-16684/1	synthetic_stool_high_S19	high	TcmI	58.1
JOFH01000019.1-17400/1	synthetic_stool_high_S19	high	TcmI	58
JOFH01000019.1-13256/1	synthetic_stool_high_S69	high	TcmI	58
JOFH01000019.1-17078/1	synthetic_stool_high_S69	high	TcmI	58
JOFH01000019.1-15048/1	synthetic_stool_low_S36	low	TcmI	58
gi|640930959|gb|JJOH01000095.1|-17620/1	synthetic_stool_high_S61	high	TcmI	58
JOFH01000019.1-1448/2	synthetic_stool_low_S59	low	TcmI	58
JOFH01000019.1-8190/2	synthetic_stool_low_S59	low	TcmI	58
gi|640932211|gb|JJOH01000028.1|-4490/1	synthetic_stool_high_S56	high	TcmI	58
gi|529222834|ref|NC_021985.1|-180186/2	synthetic_stool_high_S18	high	TcmI	57.9
JOFH01000019.1-21264/2	synthetic_stool_high_S6	high	TcmI	57.9
gi|640932211|gb|JJOH01000028.1|-2012/1	synthetic_stool_high_S31	high	TcmI	57.9
gi|640932211|gb|JJOH01000028.1|-3804/2	synthetic_stool_low_S29	low	TcmI	57.9
gi|529222834|ref|NC_021985.1|-325696/2	synthetic_stool_low_S36	low	TcmI	57.9
gi|640932211|gb|JJOH01000028.1|-7040/2	synthetic_stool_high_S31	high	TcmI	57.8
gi|640930959|gb|JJOH01000095.1|-7920/1	synthetic_stool_low_S53	low	TcmI	57.8
JOFH01000019.1-430/2	synthetic_stool_low_S9	low	TcmI	57.7
gi|529222834|ref|NC_021985.1|-276592/1	synthetic_stool_high_S59	high	TcmI	57.7
gi|640932211|gb|JJOH01000028.1|-6372/2	synthetic_stool_low_S43	low	TcmI	57.7
gi|640930959|gb|JJOH01000095.1|-10124/2	synthetic_stool_low_S53	low	TcmI	57.6
gi|640930959|gb|JJOH01000095.1|-5726/2	synthetic_stool_low_S29	low	TcmI	57.6
JOFH01000019.1-1352/1	synthetic_stool_low_S60	low	TcmI	57.5
JOFH01000019.1-5240/2	synthetic_stool_low_S59	low	TcmI	57.5
gi|529222834|ref|NC_021985.1|-189994/2	synthetic_stool_high_S15	high	TcmI	57.5
JOFH01000019.1-22704/2	synthetic_stool_high_S2	high	TcmI	57.5
gi|529222834|ref|NC_021985.1|-633814/2	synthetic_stool_high_S18	high	TcmI	57.4
gi|529222834|ref|NC_021985.1|-682214/1	synthetic_stool_high_S18	high	TcmI	57.4
gi|529222834|ref|NC_021985.1|-591562/2	synthetic_stool_high_S40	high	TcmI	57.4
gi|529222834|ref|NC_021985.1|-807498/2	synthetic_stool_high_S40	high	TcmI	57.4
gi|529222834|ref|NC_021985.1|-360202/1	synthetic_stool_high_S45	high	TcmI	57.4
gi|529222834|ref|NC_021985.1|-472100/2	synthetic_stool_high_S59	high	TcmI	57.4
gi|529222834|ref|NC_021985.1|-513014/1	synthetic_stool_high_S8	high	TcmI	57.4
gi|529222834|ref|NC_021985.1|-300610/2	synthetic_stool_low_S21	low	TcmI	57.4
gi|529222834|ref|NC_021985.1|-517792/1	synthetic_stool_low_S26	low	TcmI	57.4
gi|529222834|ref|NC_021985.1|-88574/1	synthetic_stool_low_S47	low	TcmI	57.4
JOFH01000019.1-11396/1	synthetic_stool_high_S27	high	TcmI	57.4
gi|529222834|ref|NC_021985.1|-152474/1	synthetic_stool_low_S36	low	TcmI	57.4
gi|640930959|gb|JJOH01000095.1|-9896/2	synthetic_stool_high_S61	high	TcmI	57.4
gi|529222834|ref|NC_021985.1|-339432/2	synthetic_stool_high_S45	high	TcmI	57.3
gi|529222834|ref|NC_021985.1|-530992/2	synthetic_stool_high_S18	high	TcmI	57.3
AZXI01000002.1-14650/2	synthetic_stool_high_S25	high	TcmI	57.3
gi|529222834|ref|NC_021985.1|-46274/2	synthetic_stool_high_S40	high	TcmI	57.3
AZXI01000002.1-8632/2	synthetic_stool_high_S69	high	TcmI	57.3
