sseqid	slen	sstart	send	qseqid	qlen	qstart	qend	pident	evalue	Sample	cutoff
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	195	294	gi|640937269|gb|JJOH01000002.1|-23596/1	100	1	100	99	4.46e-49	synthetic_stool_low_S29	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	25	124	gi|640937269|gb|JJOH01000002.1|-15994/1	100	1	100	99	4.46e-49	synthetic_stool_low_S29	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	268	169	gi|529222834|ref|NC_021985.1|-18862/1	100	1	100	99	4.46e-49	synthetic_stool_low_S27	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	474	375	gi|529222834|ref|NC_021985.1|-849628/2	100	1	100	100	9.58e-51	synthetic_stool_low_S26	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	319	220	gi|529222834|ref|NC_021985.1|-684686/1	100	1	100	100	9.58e-51	synthetic_stool_low_S26	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	465	366	gi|529222834|ref|NC_021985.1|-671578/2	100	1	100	98	2.07e-47	synthetic_stool_low_S26	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	296	197	gi|529222834|ref|NC_021985.1|-570854/1	100	1	100	100	9.58e-51	synthetic_stool_low_S26	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	210	309	gi|529222834|ref|NC_021985.1|-425572/1	100	1	100	98	2.07e-47	synthetic_stool_low_S26	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	475	376	gi|529222834|ref|NC_021985.1|-176228/2	100	1	100	98	2.07e-47	synthetic_stool_low_S26	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	378	477	gi|529222834|ref|NC_021985.1|-135874/2	100	1	100	98	2.07e-47	synthetic_stool_low_S26	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	280	181	gi|529222834|ref|NC_021985.1|-53416/1	100	1	100	99	4.46e-49	synthetic_stool_low_S26	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	314	215	gi|529222834|ref|NC_021985.1|-899364/2	100	1	100	99	4.46e-49	synthetic_stool_low_S21	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	366	465	gi|529222834|ref|NC_021985.1|-717828/2	100	1	100	100	9.58e-51	synthetic_stool_low_S21	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	451	352	gi|529222834|ref|NC_021985.1|-593404/1	100	1	100	100	9.58e-51	synthetic_stool_low_S21	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	460	361	gi|529222834|ref|NC_021985.1|-537936/2	100	1	100	100	9.58e-51	synthetic_stool_low_S21	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	332	233	gi|529222834|ref|NC_021985.1|-405088/2	100	1	100	99	4.46e-49	synthetic_stool_low_S21	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	209	308	gi|529222834|ref|NC_021985.1|-381478/1	100	1	100	100	9.58e-51	synthetic_stool_low_S21	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	297	198	gi|529222834|ref|NC_021985.1|-305250/1	100	1	100	100	9.58e-51	synthetic_stool_low_S21	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	370	469	gi|529222834|ref|NC_021985.1|-258766/2	100	1	100	98	2.07e-47	synthetic_stool_low_S21	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	377	476	gi|529222834|ref|NC_021985.1|-138138/1	100	1	100	100	9.58e-51	synthetic_stool_low_S21	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	284	185	gi|640937269|gb|JJOH01000002.1|-3634/1	100	1	100	100	9.58e-51	synthetic_stool_low_S0	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	369	468	gi|529222834|ref|NC_021985.1|-804776/2	100	1	100	99	4.46e-49	synthetic_stool_high_S8	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	360	459	gi|529222834|ref|NC_021985.1|-517740/1	100	1	100	100	9.58e-51	synthetic_stool_high_S8	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	303	204	gi|529222834|ref|NC_021985.1|-273500/2	100	1	100	100	9.58e-51	synthetic_stool_high_S8	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	194	293	gi|529222834|ref|NC_021985.1|-188206/2	100	1	100	98	2.07e-47	synthetic_stool_high_S8	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	285	186	gi|529222834|ref|NC_021985.1|-186302/1	100	1	100	100	9.58e-51	synthetic_stool_high_S8	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	171	270	gi|529222834|ref|NC_021985.1|-183228/2	100	1	100	100	9.58e-51	synthetic_stool_high_S8	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	173	272	gi|529222834|ref|NC_021985.1|-28560/1	100	1	100	99	4.46e-49	synthetic_stool_high_S8	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	30	129	gi|640937269|gb|JJOH01000002.1|-34534/1	100	1	100	100	9.58e-51	synthetic_stool_high_S64	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	236	335	gi|640937269|gb|JJOH01000002.1|-11038/2	100	1	100	100	9.58e-51	synthetic_stool_high_S64	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	177	276	gi|529222834|ref|NC_021985.1|-88820/1	100	1	100	100	9.58e-51	synthetic_stool_high_S62	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	370	469	gi|529222834|ref|NC_021985.1|-63866/2	100	1	100	100	9.58e-51	synthetic_stool_high_S62	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	195	294	gi|640937269|gb|JJOH01000002.1|-36630/1	100	1	100	100	9.58e-51	synthetic_stool_high_S61	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	192	291	gi|640937269|gb|JJOH01000002.1|-34376/2	100	1	100	100	9.58e-51	synthetic_stool_high_S61	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	280	181	gi|640937269|gb|JJOH01000002.1|-32932/1	100	1	100	100	9.58e-51	synthetic_stool_high_S61	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	147	246	gi|640937269|gb|JJOH01000002.1|-27084/1	100	1	100	99	4.46e-49	synthetic_stool_high_S61	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	189	288	gi|640937269|gb|JJOH01000002.1|-20390/1	100	1	100	98	2.07e-47	synthetic_stool_high_S61	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	270	171	gi|640937269|gb|JJOH01000002.1|-9034/1	100	1	100	99	4.46e-49	synthetic_stool_high_S61	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	121	22	gi|640937269|gb|JJOH01000002.1|-8732/2	100	1	100	96	4.49e-44	synthetic_stool_high_S61	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	284	186	gi|640937269|gb|JJOH01000002.1|-5156/2	100	2	100	100	3.45e-50	synthetic_stool_high_S61	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	362	461	gi|529222834|ref|NC_021985.1|-757690/1	100	1	100	99	4.46e-49	synthetic_stool_high_S59	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	462	363	gi|529222834|ref|NC_021985.1|-633080/1	100	1	100	100	9.58e-51	synthetic_stool_high_S59	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	170	269	gi|529222834|ref|NC_021985.1|-532154/1	100	1	100	100	9.58e-51	synthetic_stool_high_S59	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	171	270	gi|529222834|ref|NC_021985.1|-186160/1	100	1	100	100	9.58e-51	synthetic_stool_high_S59	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	274	175	gi|640937269|gb|JJOH01000002.1|-35786/1	100	1	100	100	9.58e-51	synthetic_stool_high_S56	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	342	243	gi|640937269|gb|JJOH01000002.1|-30100/1	100	1	100	100	9.58e-51	synthetic_stool_high_S56	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	183	282	gi|640937269|gb|JJOH01000002.1|-23348/2	100	1	100	99	4.46e-49	synthetic_stool_high_S56	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	285	186	gi|640937269|gb|JJOH01000002.1|-17880/2	100	1	100	99	4.46e-49	synthetic_stool_high_S56	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	284	185	gi|640937269|gb|JJOH01000002.1|-9030/2	100	1	100	100	9.58e-51	synthetic_stool_high_S56	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	190	289	gi|640937269|gb|JJOH01000002.1|-1142/1	100	1	100	99	4.46e-49	synthetic_stool_high_S56	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	265	166	gi|529222834|ref|NC_021985.1|-653952/2	100	1	100	99	4.46e-49	synthetic_stool_high_S50	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	379	478	gi|529222834|ref|NC_021985.1|-489796/1	100	1	100	100	9.58e-51	synthetic_stool_high_S50	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	472	373	gi|529222834|ref|NC_021985.1|-475512/2	100	1	100	100	9.58e-51	synthetic_stool_high_S50	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	196	295	gi|529222834|ref|NC_021985.1|-446738/1	100	1	100	100	9.58e-51	synthetic_stool_high_S50	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	459	360	gi|529222834|ref|NC_021985.1|-264270/1	100	1	100	100	9.58e-51	synthetic_stool_high_S50	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	191	290	gi|529222834|ref|NC_021985.1|-256208/1	100	1	100	100	9.58e-51	synthetic_stool_high_S50	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	341	242	gi|640937269|gb|JJOH01000002.1|-34612/2	100	1	100	99	4.46e-49	synthetic_stool_high_S49	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	315	219	gi|640937269|gb|JJOH01000002.1|-27058/2	100	4	100	95.876	2.09e-42	synthetic_stool_high_S49	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	130	31	gi|640937269|gb|JJOH01000002.1|-25374/2	100	1	100	99	4.46e-49	synthetic_stool_high_S49	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	196	295	gi|640937269|gb|JJOH01000002.1|-22606/2	100	1	100	98	2.07e-47	synthetic_stool_high_S49	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	236	335	gi|640937269|gb|JJOH01000002.1|-20678/2	100	1	100	99	4.46e-49	synthetic_stool_high_S49	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	287	188	gi|640937269|gb|JJOH01000002.1|-12254/1	100	1	100	100	9.58e-51	synthetic_stool_high_S49	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	263	164	gi|640937269|gb|JJOH01000002.1|-9716/1	100	1	100	100	9.58e-51	synthetic_stool_high_S49	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	234	333	gi|640937269|gb|JJOH01000002.1|-4944/1	100	1	100	100	9.58e-51	synthetic_stool_high_S49	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	190	289	gi|529222834|ref|NC_021985.1|-432372/2	100	1	100	99	4.46e-49	synthetic_stool_high_S45	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	352	451	gi|529222834|ref|NC_021985.1|-378600/2	100	1	100	98	2.07e-47	synthetic_stool_high_S45	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	209	308	gi|529222834|ref|NC_021985.1|-201916/1	100	1	100	100	9.58e-51	synthetic_stool_high_S45	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	448	349	gi|529222834|ref|NC_021985.1|-159156/2	100	1	100	99	4.46e-49	synthetic_stool_high_S45	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	279	180	gi|529222834|ref|NC_021985.1|-696602/1	100	1	100	100	9.58e-51	synthetic_stool_high_S40	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	363	462	gi|529222834|ref|NC_021985.1|-667768/1	100	1	100	99	4.46e-49	synthetic_stool_high_S40	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	289	190	gi|529222834|ref|NC_021985.1|-496054/2	100	1	100	99	4.46e-49	synthetic_stool_high_S40	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	307	208	gi|529222834|ref|NC_021985.1|-431934/2	100	1	100	100	9.58e-51	synthetic_stool_high_S40	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	308	209	gi|529222834|ref|NC_021985.1|-385916/1	100	1	100	100	9.58e-51	synthetic_stool_high_S40	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	276	180	gi|529222834|ref|NC_021985.1|-359902/2	100	4	100	100	4.46e-49	synthetic_stool_high_S40	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	296	197	gi|529222834|ref|NC_021985.1|-303398/1	100	1	100	100	9.58e-51	synthetic_stool_high_S40	plus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	275	176	gi|640937269|gb|JJOH01000002.1|-6266/2	100	1	100	99	4.46e-49	synthetic_stool_high_S31	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	276	177	gi|529222834|ref|NC_021985.1|-49110/2	100	1	100	100	9.58e-51	synthetic_stool_high_S3	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	144	243	gi|529222834|ref|NC_021985.1|-706112/1	100	1	100	99	4.46e-49	synthetic_stool_high_S18	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	210	309	gi|529222834|ref|NC_021985.1|-702454/2	100	1	100	100	9.58e-51	synthetic_stool_high_S18	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	192	291	gi|529222834|ref|NC_021985.1|-603768/2	100	1	100	98	2.07e-47	synthetic_stool_high_S18	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	210	309	gi|529222834|ref|NC_021985.1|-370638/1	100	1	100	100	9.58e-51	synthetic_stool_high_S18	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	170	269	gi|529222834|ref|NC_021985.1|-221848/2	100	1	100	100	9.58e-51	synthetic_stool_high_S18	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	472	373	gi|529222834|ref|NC_021985.1|-494870/2	100	1	100	100	9.58e-51	synthetic_stool_high_S15	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	375	474	gi|529222834|ref|NC_021985.1|-465904/1	100	1	100	100	9.58e-51	synthetic_stool_high_S15	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	313	214	gi|529222834|ref|NC_021985.1|-452756/2	100	1	100	99	4.46e-49	synthetic_stool_high_S15	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	366	465	gi|529222834|ref|NC_021985.1|-343344/1	100	1	100	100	9.58e-51	synthetic_stool_high_S15	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	465	366	gi|529222834|ref|NC_021985.1|-1450/1	100	1	100	98	2.07e-47	synthetic_stool_high_S15	plus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	459	360	gi|529222834|ref|NC_021985.1|-38022/1	100	1	100	99	4.46e-49	synthetic_stool_high_S13	plus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	153	56	gi|1081600317|emb|FMWJ01000012.1|-13204/2	100	1	98	98.98	5.77e-48	synthetic_stool_low_S9	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	153	54	gi|1081600317|emb|FMWJ01000012.1|-5928/2	100	1	100	98	2.07e-47	synthetic_stool_low_S9	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	46	145	gi|1081600317|emb|FMWJ01000012.1|-5324/1	100	1	100	99	4.46e-49	synthetic_stool_low_S9	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	111	12	gi|1081600317|emb|FMWJ01000012.1|-1598/2	100	1	100	99	4.46e-49	synthetic_stool_low_S9	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	252	351	gi|640937269|gb|JJOH01000002.1|-4202/1	100	1	100	100	9.58e-51	synthetic_stool_low_S67	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	4	103	gi|640937269|gb|JJOH01000002.1|-2146/1	100	1	100	100	9.58e-51	synthetic_stool_low_S67	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	10	109	gi|640937269|gb|JJOH01000002.1|-1196/2	100	1	100	98	2.07e-47	synthetic_stool_low_S67	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	156	255	gi|640937269|gb|JJOH01000002.1|-46/2	100	1	100	99	4.46e-49	synthetic_stool_low_S67	minus_five_score
