readID	Sample	sampleType	cyclase_type	window	interval	HMMScore	qseqid
gi|529222834|ref|NC_021985.1|-7246534/1	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72.7	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-7251864/1	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72.7	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-7273354/1	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72.7	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-7472942/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72.7	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-1088338/1	synthetic_stool_low_S32	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-2509286/2	synthetic_stool_low_S32	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-1715190/1	synthetic_stool_low_S34	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-2089932/2	synthetic_stool_low_S34	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-3636658/2	synthetic_stool_low_S34	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-4649502/1	synthetic_stool_low_S34	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-1059758/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-11485970/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-1417532/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-267816/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-3200102/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-3272832/1	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-8704590/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-9558708/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72.6	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-3868520/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72.1	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-8391080/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-9773400/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	72	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-8628786/1	synthetic_stool_low_S51	low	OxyN	30_10	210_240	71.8	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-1959410/2	synthetic_stool_low_S32	low	OxyN	30_10	210_240	71.7	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-2658022/1	synthetic_stool_low_S32	low	OxyN	30_10	210_240	71.7	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-8163688/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	71.7	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-3992248/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	71.5	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-6856960/2	synthetic_stool_low_S32	low	OxyN	30_10	210_240	71.1	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-7295302/2	synthetic_stool_low_S32	low	OxyN	30_10	210_240	71.1	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|928414697|gb|LGKI01000478.1|-35952/2	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.9	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-8318/2	synthetic_stool_low_S12	low	OxyN	30_10	220_250	70.7	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-86772/2	synthetic_stool_low_S49	low	OxyN	30_10	220_250	70.6	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|529222834|ref|NC_021985.1|-5159194/2	synthetic_stool_low_S51	low	OxyN	30_10	210_240	70.5	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|928414697|gb|LGKI01000478.1|-8078/1	synthetic_stool_high_S21	high	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-22250/1	synthetic_stool_high_S23	high	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-16214/2	synthetic_stool_high_S38	high	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-132638/1	synthetic_stool_high_S41	high	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-56316/1	synthetic_stool_high_S41	high	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-78020/1	synthetic_stool_high_S41	high	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-16884/2	synthetic_stool_high_S50	high	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-34934/2	synthetic_stool_high_S59	high	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-59854/1	synthetic_stool_high_S59	high	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-68714/2	synthetic_stool_high_S59	high	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-77080/2	synthetic_stool_high_S59	high	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-2290/1	synthetic_stool_high_S62	high	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-6100/1	synthetic_stool_high_S62	high	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-52876/1	synthetic_stool_low_S22	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-183906/1	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-195766/1	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-207604/1	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-237814/1	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-238744/2	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-30342/1	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-60172/2	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-61058/1	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-65410/2	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-68692/2	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-6472/1	synthetic_stool_low_S33	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-22118/2	synthetic_stool_low_S40	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-3826/1	synthetic_stool_low_S40	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-49596/1	synthetic_stool_low_S49	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-51390/1	synthetic_stool_low_S49	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-61126/2	synthetic_stool_low_S49	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-3750/1	synthetic_stool_low_S57	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-9188/2	synthetic_stool_low_S57	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-15890/2	synthetic_stool_low_S65	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-2044/1	synthetic_stool_low_S65	low	OxyN	30_10	220_250	70.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-2372/1	synthetic_stool_high_S1	high	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-75604/1	synthetic_stool_high_S41	high	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-19362/2	synthetic_stool_high_S50	high	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-10880/2	synthetic_stool_low_S12	low	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-48672/1	synthetic_stool_low_S22	low	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-8984/2	synthetic_stool_low_S22	low	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-149636/2	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-194480/2	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-161908/1	synthetic_stool_low_S33	low	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-130992/1	synthetic_stool_low_S49	low	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-140274/2	synthetic_stool_low_S49	low	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-70870/2	synthetic_stool_low_S49	low	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-36508/2	synthetic_stool_low_S6	low	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-34472/2	synthetic_stool_low_S65	low	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-5902/1	synthetic_stool_low_S65	low	OxyN	30_10	220_250	70.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-25482/2	synthetic_stool_high_S23	high	OxyN	30_10	220_250	70.2	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-14052/1	synthetic_stool_high_S41	high	OxyN	30_10	220_250	70.2	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-153060/2	synthetic_stool_high_S41	high	OxyN	30_10	220_250	70.2	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-98062/1	synthetic_stool_high_S41	high	OxyN	30_10	220_250	70.2	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-127716/2	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.2	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-154860/2	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.2	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-193374/1	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.2	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-62396/2	synthetic_stool_low_S23	low	OxyN	30_10	220_250	70.2	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-110558/1	synthetic_stool_low_S49	low	OxyN	30_10	220_250	70.2	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|529222834|ref|NC_021985.1|-6781676/2	synthetic_stool_low_S34	low	OxyN	30_10	210_240	70.1	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|928414697|gb|LGKI01000478.1|-22094/2	synthetic_stool_low_S40	low	OxyN	30_10	220_250	70.1	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-25592/2	synthetic_stool_low_S40	low	OxyN	30_10	220_250	70.1	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-15692/1	synthetic_stool_low_S6	low	OxyN	30_10	220_250	70.1	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-42388/1	synthetic_stool_low_S6	low	OxyN	30_10	220_250	70.1	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-92152/2	synthetic_stool_low_S49	low	OxyN	30_10	220_250	70	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-66194/1	synthetic_stool_low_S33	low	OxyN	30_10	220_250	69.8	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-96636/2	synthetic_stool_low_S23	low	OxyN	30_10	220_250	69.7	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-78144/1	synthetic_stool_low_S33	low	OxyN	30_10	220_250	69.7	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-2950/2	synthetic_stool_high_S12	high	OxyN	30_10	220_250	69.6	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-2138/1	synthetic_stool_high_S38	high	OxyN	30_10	220_250	69.6	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-27090/1	synthetic_stool_high_S41	high	OxyN	30_10	220_250	69.6	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-90074/1	synthetic_stool_low_S23	low	OxyN	30_10	220_250	69.6	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-32230/2	synthetic_stool_low_S6	low	OxyN	30_10	220_250	69.6	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|529222834|ref|NC_021985.1|-7058560/1	synthetic_stool_low_S51	low	OxyN	30_10	210_240	69.5	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|928414697|gb|LGKI01000478.1|-70980/1	synthetic_stool_high_S41	high	OxyN	30_10	220_250	69.5	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-116634/2	synthetic_stool_high_S41	high	OxyN	30_10	220_250	69.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-116746/2	synthetic_stool_high_S41	high	OxyN	30_10	220_250	69.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-126766/2	synthetic_stool_high_S41	high	OxyN	30_10	220_250	69.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-132210/1	synthetic_stool_low_S33	low	OxyN	30_10	220_250	69.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-63582/2	synthetic_stool_low_S33	low	OxyN	30_10	220_250	69.4	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-6520/2	synthetic_stool_high_S59	high	OxyN	30_10	220_250	69.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|928414697|gb|LGKI01000478.1|-62224/1	synthetic_stool_low_S6	low	OxyN	30_10	220_250	69.3	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
gi|529222834|ref|NC_021985.1|-3546292/1	synthetic_stool_low_S51	low	OxyN	30_10	210_240	68.7	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
OBDZ01000030.1-80902/2	synthetic_stool_low_S69	low	OxyN	30_10	220_250	68.7	OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase
gi|928414697|gb|LGKI01000478.1|-4414/1	synthetic_stool_high_S12	high	OxyN	30_10	220_250	68.6	LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase
OBDZ01000030.1-161162/1	synthetic_stool_low_S8	low	OxyN	30_10	220_250	68.6	OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase
OBDZ01000030.1-18956/2	synthetic_stool_low_S69	low	OxyN	30_10	220_250	68.5	OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase
OBDZ01000030.1-18484/2	synthetic_stool_low_S27	low	OxyN	30_10	220_250	68.4	OBDZ01000030__Orenia_metallireducens_strain_MSL47__Cyclase
gi|529222834|ref|NC_021985.1|-3931214/1	synthetic_stool_low_S32	low	OxyN	30_10	210_240	68.3	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-7674434/2	synthetic_stool_low_S32	low	OxyN	30_10	210_240	68.3	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-12580526/1	synthetic_stool_low_S51	low	OxyN	30_10	210_240	68.3	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-251836/1	synthetic_stool_low_S21	low	OxyN	30_10	210_240	68.2	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-6965700/1	synthetic_stool_low_S32	low	OxyN	30_10	210_240	68.2	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
gi|529222834|ref|NC_021985.1|-2535550/1	synthetic_stool_low_S34	low	OxyN	30_10	210_240	68.2	NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase1
