readID	Sample	sampleType	cyclaseType	HMMScore
gi|529222834|ref|NC_021985.1|-85456/2	synthetic_stool_low_S27	low	TcmN	47
gi|529222834|ref|NC_021985.1|-4476/2	synthetic_stool_high_S18	high	TcmN	46.9
gi|640930959|gb|JJOH01000095.1|-19110/1	synthetic_stool_low_S29	low	TcmN	46.9
gi|640932211|gb|JJOH01000028.1|-7372/2	synthetic_stool_low_S29	low	TcmN	46.9
gi|640930959|gb|JJOH01000095.1|-14414/1	synthetic_stool_low_S43	low	TcmN	46.9
JOFH01000019.1-5038/2	synthetic_stool_high_S19	high	TcmN	46.8
gi|640932211|gb|JJOH01000028.1|-7466/2	synthetic_stool_high_S56	high	TcmN	46.8
gi|640932211|gb|JJOH01000028.1|-3906/2	synthetic_stool_high_S64	high	TcmN	46.8
gi|640932211|gb|JJOH01000028.1|-7192/1	synthetic_stool_low_S29	low	TcmN	46.8
gi|640930959|gb|JJOH01000095.1|-5958/2	synthetic_stool_low_S53	low	TcmN	46.8
JOFH01000019.1-9516/1	synthetic_stool_high_S2	high	TcmN	46.7
JOFH01000019.1-1696/1	synthetic_stool_high_S27	high	TcmN	46.7
gi|529222834|ref|NC_021985.1|-310722/1	synthetic_stool_high_S45	high	TcmN	46.7
JOFH01000019.1-22686/2	synthetic_stool_high_S69	high	TcmN	46.7
JOFH01000019.1-23168/2	synthetic_stool_high_S69	high	TcmN	46.7
JOFH01000019.1-1038/2	synthetic_stool_low_S52	low	TcmN	46.7
gi|640930959|gb|JJOH01000095.1|-3282/1	synthetic_stool_high_S56	high	TcmN	46.7
JOFH01000019.1-8960/2	synthetic_stool_high_S19	high	TcmN	46.6
JOFH01000019.1-14608/1	synthetic_stool_high_S35	high	TcmN	46.6
JOFH01000019.1-17362/2	synthetic_stool_high_S69	high	TcmN	46.6
JOFH01000019.1-17368/2	synthetic_stool_low_S30	low	TcmN	46.6
JOFH01000019.1-14448/1	synthetic_stool_low_S45	low	TcmN	46.6
gi|640932211|gb|JJOH01000028.1|-6502/2	synthetic_stool_high_S31	high	TcmN	46.6
JOFH01000019.1-104/1	synthetic_stool_high_S40	high	TcmN	46.5
gi|640930959|gb|JJOH01000095.1|-17818/2	synthetic_stool_high_S56	high	TcmN	46.5
gi|640930959|gb|JJOH01000095.1|-13736/2	synthetic_stool_high_S49	high	TcmN	46.5
gi|640930959|gb|JJOH01000095.1|-9734/1	synthetic_stool_high_S49	high	TcmN	46.5
gi|640930959|gb|JJOH01000095.1|-19344/1	synthetic_stool_high_S56	high	TcmN	46.5
gi|640932211|gb|JJOH01000028.1|-4118/1	synthetic_stool_high_S61	high	TcmN	46.5
gi|529222834|ref|NC_021985.1|-713276/1	synthetic_stool_high_S40	high	TcmN	46.4
gi|1098134558|emb|FOXX01000014.1|-1506/2	synthetic_stool_low_S55	low	TcmN	46.4
gi|640932211|gb|JJOH01000028.1|-4776/2	synthetic_stool_high_S49	high	TcmN	46.4
gi|640932211|gb|JJOH01000028.1|-2286/2	synthetic_stool_low_S49	low	TcmN	46.4
JOFH01000019.1-15310/1	synthetic_stool_low_S59	low	TcmN	46.3
gi|640932211|gb|JJOH01000028.1|-3040/2	synthetic_stool_low_S56	low	TcmN	46.3
gi|640932211|gb|JJOH01000028.1|-5558/1	synthetic_stool_low_S53	low	TcmN	46.3
gi|640930959|gb|JJOH01000095.1|-2442/1	synthetic_stool_high_S31	high	TcmN	46.2
gi|640930959|gb|JJOH01000095.1|-9284/2	synthetic_stool_high_S31	high	TcmN	46.2
gi|529222834|ref|NC_021985.1|-714926/2	synthetic_stool_high_S40	high	TcmN	46.2
gi|640932211|gb|JJOH01000028.1|-1448/1	synthetic_stool_high_S49	high	TcmN	46.2
gi|640930959|gb|JJOH01000095.1|-16282/1	synthetic_stool_high_S64	high	TcmN	46.2
gi|640932211|gb|JJOH01000028.1|-678/2	synthetic_stool_low_S5	low	TcmN	46.2
gi|640930959|gb|JJOH01000095.1|-17032/2	synthetic_stool_low_S53	low	TcmN	46.2
gi|640930959|gb|JJOH01000095.1|-18944/2	synthetic_stool_low_S53	low	TcmN	46.2
gi|640930959|gb|JJOH01000095.1|-4758/1	synthetic_stool_low_S53	low	TcmN	46.2
gi|640930959|gb|JJOH01000095.1|-6872/1	synthetic_stool_high_S61	high	TcmN	46.1
gi|640932211|gb|JJOH01000028.1|-30/2	synthetic_stool_low_S0	low	TcmN	46.1
gi|640930959|gb|JJOH01000095.1|-10954/2	synthetic_stool_low_S43	low	TcmN	46.1
gi|640932211|gb|JJOH01000028.1|-2260/2	synthetic_stool_low_S43	low	TcmN	46
gi|640930959|gb|JJOH01000095.1|-21054/2	synthetic_stool_high_S56	high	TcmN	46
gi|529222834|ref|NC_021985.1|-156168/2	synthetic_stool_low_S21	low	TcmN	46
gi|529222834|ref|NC_021985.1|-448810/1	synthetic_stool_low_S36	low	TcmN	46
gi|640930959|gb|JJOH01000095.1|-7332/2	synthetic_stool_high_S56	high	TcmN	45.9
gi|640932211|gb|JJOH01000028.1|-7290/2	synthetic_stool_low_S29	low	TcmN	45.9
gi|640932211|gb|JJOH01000028.1|-5294/2	synthetic_stool_low_S53	low	TcmN	45.9
gi|529222834|ref|NC_021985.1|-518436/2	synthetic_stool_high_S40	high	TcmN	45.8
JOFH01000019.1-2542/1	synthetic_stool_high_S64	high	TcmN	45.8
gi|640930959|gb|JJOH01000095.1|-16552/1	synthetic_stool_high_S61	high	TcmN	45.7
gi|640932211|gb|JJOH01000028.1|-5188/1	synthetic_stool_low_S43	low	TcmN	45.7
JOFH01000019.1-564/1	synthetic_stool_high_S19	high	TcmN	45.7
JOFH01000019.1-8270/2	synthetic_stool_high_S19	high	TcmN	45.7
JOFH01000019.1-5940/1	synthetic_stool_high_S37	high	TcmN	45.7
gi|640930959|gb|JJOH01000095.1|-7170/1	synthetic_stool_high_S61	high	TcmN	45.7
JOFH01000019.1-2660/2	synthetic_stool_high_S69	high	TcmN	45.7
gi|754859657|ref|NZ_CP009285.1|-158304/1	synthetic_stool_low_S20	low	TcmN	45.7
JOFH01000019.1-16180/1	synthetic_stool_low_S30	low	TcmN	45.7
JOFH01000019.1-11668/2	synthetic_stool_low_S36	low	TcmN	45.7
JOFH01000019.1-13142/1	synthetic_stool_low_S36	low	TcmN	45.7
JOFH01000019.1-6948/2	synthetic_stool_low_S36	low	TcmN	45.7
JOFH01000019.1-15688/2	synthetic_stool_low_S60	low	TcmN	45.7
gi|529222834|ref|NC_021985.1|-227778/2	synthetic_stool_high_S18	high	TcmN	45.5
gi|754859657|ref|NZ_CP009285.1|-509868/2	synthetic_stool_high_S14	high	TcmN	45.5
gi|754859657|ref|NZ_CP009285.1|-671050/1	synthetic_stool_high_S46	high	TcmN	45.5
gi|754859657|ref|NZ_CP009285.1|-241326/1	synthetic_stool_high_S47	high	TcmN	45.5
JOFH01000019.1-19622/1	synthetic_stool_high_S64	high	TcmN	45.5
JOFH01000019.1-2724/2	synthetic_stool_high_S69	high	TcmN	45.5
gi|754859657|ref|NZ_CP009285.1|-109872/2	synthetic_stool_low_S20	low	TcmN	45.5
gi|754859657|ref|NZ_CP009285.1|-183704/1	synthetic_stool_low_S22	low	TcmN	45.5
gi|640930959|gb|JJOH01000095.1|-14548/1	synthetic_stool_low_S49	low	TcmN	45.5
gi|754859657|ref|NZ_CP009285.1|-75068/1	synthetic_stool_low_S50	low	TcmN	45.5
gi|640930959|gb|JJOH01000095.1|-2730/1	synthetic_stool_low_S53	low	TcmN	45.5
gi|640930959|gb|JJOH01000095.1|-2190/2	synthetic_stool_low_S67	low	TcmN	45.5
gi|640932211|gb|JJOH01000028.1|-1290/1	synthetic_stool_low_S53	low	TcmN	45.4
gi|754859657|ref|NZ_CP009285.1|-710446/1	synthetic_stool_low_S11	low	TcmN	45.4
gi|754859657|ref|NZ_CP009285.1|-123294/2	synthetic_stool_low_S25	low	TcmN	45.4
gi|754859657|ref|NZ_CP009285.1|-518626/1	synthetic_stool_low_S28	low	TcmN	45.4
gi|754859657|ref|NZ_CP009285.1|-571896/2	synthetic_stool_low_S38	low	TcmN	45.4
gi|754859657|ref|NZ_CP009285.1|-386298/1	synthetic_stool_low_S50	low	TcmN	45.4
gi|754859657|ref|NZ_CP009285.1|-782628/2	synthetic_stool_low_S67	low	TcmN	45.4
gi|640930959|gb|JJOH01000095.1|-5490/2	synthetic_stool_low_S53	low	TcmN	45.3
gi|640932211|gb|JJOH01000028.1|-6724/2	synthetic_stool_high_S56	high	TcmN	45.3
gi|529222834|ref|NC_021985.1|-567772/2	synthetic_stool_low_S21	low	TcmN	45.2
JOFH01000019.1-2276/2	synthetic_stool_high_S29	high	TcmN	45.1
gi|640930959|gb|JJOH01000095.1|-15876/1	synthetic_stool_low_S53	low	TcmN	45
gi|640932211|gb|JJOH01000028.1|-5492/2	synthetic_stool_low_S56	low	TcmN	45
gi|640930959|gb|JJOH01000095.1|-13522/1	synthetic_stool_high_S31	high	TcmN	45
gi|640932211|gb|JJOH01000028.1|-5328/2	synthetic_stool_high_S56	high	TcmN	45
gi|640932211|gb|JJOH01000028.1|-546/2	synthetic_stool_low_S53	low	TcmN	45
gi|754859657|ref|NZ_CP009285.1|-296578/2	synthetic_stool_high_S4	high	TcmN	45
gi|640930959|gb|JJOH01000095.1|-6504/1	synthetic_stool_low_S43	low	TcmN	45
gi|640930959|gb|JJOH01000095.1|-5236/1	synthetic_stool_high_S31	high	TcmN	44.9
gi|640930959|gb|JJOH01000095.1|-1730/1	synthetic_stool_high_S39	high	TcmN	44.9
gi|640930959|gb|JJOH01000095.1|-376/1	synthetic_stool_high_S39	high	TcmN	44.9
gi|640930959|gb|JJOH01000095.1|-2826/1	synthetic_stool_high_S56	high	TcmN	44.9
gi|640930959|gb|JJOH01000095.1|-5992/2	synthetic_stool_high_S56	high	TcmN	44.9
gi|640932211|gb|JJOH01000028.1|-1834/2	synthetic_stool_high_S56	high	TcmN	44.9
gi|640932211|gb|JJOH01000028.1|-4460/1	synthetic_stool_high_S56	high	TcmN	44.9
gi|640930959|gb|JJOH01000095.1|-1604/1	synthetic_stool_high_S61	high	TcmN	44.9
gi|640930959|gb|JJOH01000095.1|-1888/1	synthetic_stool_high_S64	high	TcmN	44.9
gi|640930959|gb|JJOH01000095.1|-8508/2	synthetic_stool_high_S64	high	TcmN	44.9
gi|640932211|gb|JJOH01000028.1|-708/2	synthetic_stool_high_S64	high	TcmN	44.9
gi|640932211|gb|JJOH01000028.1|-5930/2	synthetic_stool_low_S29	low	TcmN	44.9
gi|640932211|gb|JJOH01000028.1|-5620/1	synthetic_stool_low_S43	low	TcmN	44.9
gi|640932211|gb|JJOH01000028.1|-5836/1	synthetic_stool_low_S43	low	TcmN	44.9
gi|640932211|gb|JJOH01000028.1|-5196/2	synthetic_stool_low_S53	low	TcmN	44.9
gi|640930959|gb|JJOH01000095.1|-1626/1	synthetic_stool_low_S56	low	TcmN	44.9
JOFH01000019.1-7488/1	synthetic_stool_low_S45	low	TcmN	44.8
gi|640932211|gb|JJOH01000028.1|-3276/2	synthetic_stool_high_S49	high	TcmN	44.8
gi|640932211|gb|JJOH01000028.1|-4956/2	synthetic_stool_high_S49	high	TcmN	44.8
gi|640932211|gb|JJOH01000028.1|-2794/2	synthetic_stool_low_S49	low	TcmN	44.8
gi|640930959|gb|JJOH01000095.1|-5494/1	synthetic_stool_low_S53	low	TcmN	44.8
gi|640932211|gb|JJOH01000028.1|-1142/2	synthetic_stool_low_S53	low	TcmN	44.8
gi|640930959|gb|JJOH01000095.1|-13288/1	synthetic_stool_low_S56	low	TcmN	44.8
JOFH01000019.1-17400/2	synthetic_stool_high_S19	high	TcmN	44.8
gi|928414697|gb|LGKI01000478.1|-2906/2	synthetic_stool_high_S57	high	TcmN	44.8
JOFH01000019.1-4044/1	synthetic_stool_high_S6	high	TcmN	44.8
JOFH01000019.1-2540/1	synthetic_stool_low_S3	low	TcmN	44.8
JOFH01000019.1-11502/1	synthetic_stool_low_S60	low	TcmN	44.8
gi|529222834|ref|NC_021985.1|-344726/1	synthetic_stool_high_S15	high	TcmN	44.7
gi|754859657|ref|NZ_CP009285.1|-622140/2	synthetic_stool_low_S25	low	TcmN	44.7
JOFH01000019.1-8688/1	synthetic_stool_low_S45	low	TcmN	44.7
gi|529222834|ref|NC_021985.1|-299588/1	synthetic_stool_high_S15	high	TcmN	44.6
gi|529222834|ref|NC_021985.1|-707024/1	synthetic_stool_high_S45	high	TcmN	44.6
JOFH01000019.1-14488/1	synthetic_stool_high_S6	high	TcmN	44.5
JOFH01000019.1-14642/2	synthetic_stool_high_S69	high	TcmN	44.5
gi|640932211|gb|JJOH01000028.1|-706/2	synthetic_stool_low_S49	low	TcmN	44.5
gi|640932211|gb|JJOH01000028.1|-40/1	synthetic_stool_high_S31	high	TcmN	44.5
gi|640932211|gb|JJOH01000028.1|-4992/1	synthetic_stool_high_S31	high	TcmN	44.5
gi|640930959|gb|JJOH01000095.1|-11216/1	synthetic_stool_high_S49	high	TcmN	44.5
gi|640930959|gb|JJOH01000095.1|-21394/1	synthetic_stool_high_S56	high	TcmN	44.5
