id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
synthetic_stool_high_S7__FR687360.1-454712/1	1	106	100	0	97.00%	100%
synthetic_stool_high_S7__FR687360.1-397500/1	1	106	100	0	96.00%	100%
synthetic_stool_high_S7__FR687360.1-2826/1	1	106	100	0	96.00%	100%
synthetic_stool_high_S52__FR687360.1-57780/1	1	106	100	0	98.00%	100%
synthetic_stool_high_S53__FR687360.1-95438/2	1	106	100	0	96.00%	100%
synthetic_stool_high_S53__FR687360.1-92160/2	1	106	100	0	98.00%	100%
synthetic_stool_high_S29__FR687360.1-255242/2	1	106	100	0	96.00%	100%
synthetic_stool_high_S29__FR687360.1-204358/2	1	106	100	0	96.00%	100%
synthetic_stool_high_S3__FR687360.1-1052438/1	1	106	100	0	97.00%	100%
synthetic_stool_high_S3__FR687360.1-664178/1	1	106	100	0	97.00%	100%
synthetic_stool_high_S3__FR687360.1-464814/2	1	106	100	0	96.00%	100%
synthetic_stool_high_S3__FR687360.1-333030/1	1	106	100	0	96.00%	100%
synthetic_stool_high_S3__FR687360.1-77010/2	1	106	100	0	96.00%	100%
synthetic_stool_high_S41__FR687360.1-324900/1	1	106	100	0	98.00%	100%
synthetic_stool_high_S41__FR687360.1-270662/1	1	106	100	0	99.00%	100%
synthetic_stool_high_S41__FR687360.1-211194/2	1	106	100	0	96.00%	100%
synthetic_stool_high_S41__FR687360.1-157332/1	1	106	100	0	99.00%	100%
synthetic_stool_high_S41__FR687360.1-145578/1	1	106	100	0	96.00%	100%
synthetic_stool_high_S41__FR687360.1-71076/1	1	106	100	0	98.00%	100%
synthetic_stool_high_S41__FR687360.1-67102/1	1	106	100	0	98.00%	100%
synthetic_stool_low_S22__FR687360.1-363970/2	1	106	100	0	97.00%	100%
synthetic_stool_low_S22__FR687360.1-254212/1	1	106	100	0	97.00%	100%
synthetic_stool_low_S22__FR687360.1-101202/2	1	106	100	0	96.00%	100%
synthetic_stool_low_S45__FR687360.1-554456/2	1	106	100	0	96.00%	100%
synthetic_stool_low_S45__FR687360.1-512422/2	1	106	100	0	97.00%	100%
synthetic_stool_low_S2__FR687360.1-201920/1	1	106	100	0	98.00%	100%
synthetic_stool_low_S2__FR687360.1-181468/2	1	106	100	0	97.00%	100%
synthetic_stool_low_S11__FR687360.1-917824/1	1	106	100	0	97.00%	100%
synthetic_stool_low_S11__FR687360.1-746958/2	1	106	100	0	96.00%	100%
synthetic_stool_low_S11__FR687360.1-587116/1	1	106	100	0	96.00%	100%
synthetic_stool_low_S11__FR687360.1-454060/1	1	106	100	0	96.00%	100%
synthetic_stool_low_S63__FR687360.1-1621778/1	1	106	100	0	96.00%	100%
synthetic_stool_low_S63__FR687360.1-1549574/1	1	106	100	0	96.00%	100%
synthetic_stool_low_S63__FR687360.1-1342374/2	1	106	100	0	98.00%	100%
synthetic_stool_low_S63__FR687360.1-1067352/1	1	106	100	0	98.00%	100%
synthetic_stool_low_S63__FR687360.1-865998/1	1	106	100	0	97.00%	100%
synthetic_stool_low_S63__FR687360.1-716888/2	1	106	100	0	96.00%	100%
synthetic_stool_low_S63__FR687360.1-662582/1	1	106	100	0	97.00%	100%
synthetic_stool_low_S63__FR687360.1-479138/2	1	106	100	0	96.00%	100%
synthetic_stool_low_S63__FR687360.1-260274/2	1	106	100	0	99.00%	100%
synthetic_stool_low_S63__FR687360.1-938/2	1	106	100	0	98.00%	100%
synthetic_stool_high_S57__FR687360.1-198084/2	1	106	100	0	96.00%	100%
synthetic_stool_high_S57__FR687360.1-173892/2	1	106	100	0	97.00%	100%
synthetic_stool_high_S57__FR687360.1-81710/1	1	106	100	0	97.00%	100%
synthetic_stool_high_S0__FR687360.1-1029568/2	1	106	100	0	98.00%	100%
synthetic_stool_high_S0__FR687360.1-819062/1	1	106	100	0	97.00%	100%
synthetic_stool_high_S0__FR687360.1-258580/2	1	106	100	0	97.00%	100%
synthetic_stool_high_S0__FR687360.1-164292/2	1	106	100	0	97.00%	100%
synthetic_stool_high_S0__FR687360.1-139272/1	1	106	100	0	96.00%	100%
synthetic_stool_high_S0__FR687360.1-75190/1	1	106	100	0	96.00%	100%
synthetic_stool_high_S0__FR687360.1-62622/1	1	106	100	0	97.00%	100%
synthetic_stool_high_S0__FR687360.1-14058/1	1	106	100	0	98.00%	100%
synthetic_stool_high_S43__FR687360.1-377888/2	1	106	100	0	98.00%	100%
synthetic_stool_high_S43__FR687360.1-258876/1	1	106	100	0	97.00%	100%
synthetic_stool_high_S42__FR687360.1-31928/2	1	106	100	0	97.00%	100%
synthetic_stool_high_S12__FR687360.1-518/1	1	106	100	0	96.00%	100%
synthetic_stool_high_S65__FR687360.1-134362/1	1	106	100	0	96.00%	100%
synthetic_stool_high_S65__FR687360.1-61756/2	1	106	100	0	97.00%	100%
synthetic_stool_high_S65__FR687360.1-9396/2	1	106	100	0	97.00%	100%
synthetic_stool_high_S46__FR687360.1-345476/1	1	106	100	0	96.00%	100%
synthetic_stool_high_S46__FR687360.1-274834/1	1	106	100	0	98.00%	100%
synthetic_stool_high_S46__FR687360.1-138142/1	1	106	100	0	96.00%	100%
synthetic_stool_high_S46__FR687360.1-71680/2	1	106	100	0	96.00%	100%
synthetic_stool_low_S20__FR687360.1-420430/1	1	106	100	0	97.00%	100%
synthetic_stool_low_S20__FR687360.1-385004/2	1	106	100	0	98.00%	100%
synthetic_stool_low_S20__FR687360.1-205820/1	1	106	100	0	98.00%	100%
synthetic_stool_low_S20__FR687360.1-137094/1	1	106	100	0	96.00%	100%
synthetic_stool_low_S48__FR687360.1-1884/1	1	106	100	0	98.00%	100%
synthetic_stool_low_S24__FR687360.1-632642/2	1	106	100	0	96.00%	100%
synthetic_stool_high_S9__FR687360.1-24570/1	1	106	100	0	97.00%	100%
synthetic_stool_high_S64__FR687360.1-152634/2	1	106	100	0	98.00%	100%
synthetic_stool_high_S64__FR687360.1-75810/2	1	106	100	0	98.00%	100%
synthetic_stool_high_S31__FR687360.1-2172472/2	1	106	100	0	97.00%	100%
synthetic_stool_high_S31__FR687360.1-2095666/2	1	106	100	0	97.00%	100%
synthetic_stool_high_S31__FR687360.1-2084934/2	1	106	100	0	97.00%	100%
synthetic_stool_high_S31__FR687360.1-1977114/1	1	106	100	0	96.00%	100%
synthetic_stool_high_S31__FR687360.1-1506538/1	1	106	100	0	99.00%	100%
synthetic_stool_high_S31__FR687360.1-1484508/2	1	106	100	0	96.00%	100%
synthetic_stool_high_S31__FR687360.1-1418150/1	1	106	100	0	98.00%	100%
synthetic_stool_high_S31__FR687360.1-935560/1	1	106	100	0	97.00%	100%
synthetic_stool_high_S31__FR687360.1-867288/1	1	106	100	0	96.00%	100%
synthetic_stool_high_S31__FR687360.1-351836/1	1	106	100	0	97.00%	100%
synthetic_stool_high_S31__FR687360.1-190640/1	1	106	100	0	98.00%	100%
synthetic_stool_high_S31__FR687360.1-60610/2	1	106	100	0	96.00%	100%
synthetic_stool_high_S45__FR687360.1-2200/2	2	125	100	1	100	100%
synthetic_stool_high_S47__FR687360.1-27298/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S50__FR687360.1-50268/2	2	125	100	0	97.00%	100%
synthetic_stool_high_S18__FR687360.1-147846/1	2	125	100	0	99.00%	100%
synthetic_stool_high_S18__FR687360.1-87820/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S18__FR687360.1-65804/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S18__FR687360.1-26032/2	2	125	100	0	97.00%	100%
synthetic_stool_high_S22__FR687360.1-166566/1	2	125	100	0	98.00%	100%
synthetic_stool_low_S28__FR687360.1-44636/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S28__FR687360.1-19882/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S28__FR687360.1-435754/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S28__FR687360.1-307254/2	2	125	100	0	97.00%	100%
synthetic_stool_high_S28__FR687360.1-246730/2	2	125	100	0	98.00%	100%
synthetic_stool_high_S28__FR687360.1-205718/2	2	125	100	0	99.00%	100%
synthetic_stool_high_S28__FR687360.1-164938/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S28__FR687360.1-136048/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S28__FR687360.1-23376/1	2	125	100	0	96.00%	100%
synthetic_stool_low_S42__FR687360.1-3772/2	2	125	100	0	99.00%	100%
synthetic_stool_high_S7__FR687360.1-163756/1	2	125	100	0	97.00%	100%
synthetic_stool_high_S7__FR687360.1-91704/1	2	125	100	0	97.00%	100%
synthetic_stool_high_S7__FR687360.1-10076/2	2	125	100	0	98.00%	100%
synthetic_stool_high_S7__FR687360.1-2704/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S52__FR687360.1-65760/1	2	125	100	0	99.00%	100%
synthetic_stool_high_S29__FR687360.1-299310/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S29__FR687360.1-291648/1	2	125	100	0	97.00%	100%
synthetic_stool_high_S29__FR687360.1-126302/2	2	125	100	0	96.00%	100%
synthetic_stool_high_S29__FR687360.1-123108/1	2	125	100	0	98.00%	100%
synthetic_stool_high_S3__FR687360.1-1323966/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S3__FR687360.1-823350/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S3__FR687360.1-771234/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S3__FR687360.1-769478/2	2	125	100	0	96.00%	100%
synthetic_stool_high_S3__FR687360.1-700116/1	2	125	100	0	98.00%	100%
synthetic_stool_high_S3__FR687360.1-680494/2	2	125	100	0	98.00%	100%
synthetic_stool_high_S3__FR687360.1-423906/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S3__FR687360.1-369542/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S3__FR687360.1-358410/2	2	125	100	0	99.00%	100%
synthetic_stool_high_S3__FR687360.1-327618/1	2	125	100	0	98.00%	100%
synthetic_stool_high_S3__FR687360.1-303282/2	2	125	100	0	96.00%	100%
synthetic_stool_high_S3__FR687360.1-289610/2	2	125	100	0	96.00%	100%
synthetic_stool_high_S3__FR687360.1-186436/2	2	125	100	0	97.00%	100%
synthetic_stool_high_S3__FR687360.1-22736/2	2	125	100	0	97.00%	100%
synthetic_stool_high_S41__FR687360.1-245258/1	2	125	100	0	99.00%	100%
synthetic_stool_high_S41__FR687360.1-65666/1	2	125	100	0	99.00%	100%
synthetic_stool_low_S22__FR687360.1-668372/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S22__FR687360.1-443858/2	2	125	100	0	97.00%	100%
synthetic_stool_low_S22__FR687360.1-277710/1	2	125	100	0	96.00%	100%
synthetic_stool_low_S22__FR687360.1-231638/1	2	125	100	0	99.00%	100%
synthetic_stool_low_S22__FR687360.1-152924/1	2	125	100	0	98.00%	100%
synthetic_stool_low_S45__FR687360.1-742144/1	2	125	100	0	98.00%	100%
synthetic_stool_low_S45__FR687360.1-693464/2	2	125	100	0	97.00%	100%
synthetic_stool_low_S45__FR687360.1-597316/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S45__FR687360.1-596876/1	2	125	100	0	96.00%	100%
synthetic_stool_low_S45__FR687360.1-501440/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S45__FR687360.1-493132/1	2	125	100	0	99.00%	100%
synthetic_stool_low_S45__FR687360.1-186724/1	2	125	100	0	96.00%	100%
synthetic_stool_low_S45__FR687360.1-110494/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S45__FR687360.1-69226/1	2	125	100	0	96.00%	100%
synthetic_stool_low_S2__FR687360.1-198188/1	2	125	100	0	96.00%	100%
synthetic_stool_low_S2__FR687360.1-26148/2	2	125	100	0	98.00%	100%
synthetic_stool_high_S40__FR687360.1-15626/1	2	125	100	0	98.00%	100%
synthetic_stool_high_S67__FR687360.1-1110/2	2	125	100	0	97.00%	100%
synthetic_stool_low_S11__FR687360.1-1014966/2	2	125	100	0	97.00%	100%
synthetic_stool_low_S11__FR687360.1-979440/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S11__FR687360.1-978062/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S11__FR687360.1-598558/2	2	125	100	0	96.00%	100%
synthetic_stool_low_S11__FR687360.1-566610/2	2	125	100	0	96.00%	100%
synthetic_stool_low_S11__FR687360.1-476712/2	2	125	100	0	97.00%	100%
synthetic_stool_low_S11__FR687360.1-69954/2	2	125	100	0	99.00%	100%
synthetic_stool_high_S17__FR687360.1-26782/1	2	125	100	0	98.00%	100%
synthetic_stool_high_S15__FR687360.1-97478/2	2	125	100	0	97.00%	100%
synthetic_stool_low_S63__FR687360.1-1495172/1	2	125	100	0	96.00%	100%
synthetic_stool_low_S63__FR687360.1-1473860/1	2	125	100	0	98.00%	100%
synthetic_stool_low_S63__FR687360.1-942704/2	2	125	100	0	96.00%	100%
synthetic_stool_low_S63__FR687360.1-940294/1	2	125	100	0	98.00%	100%
synthetic_stool_low_S63__FR687360.1-545572/2	2	125	100	0	96.00%	100%
synthetic_stool_low_S63__FR687360.1-371544/2	2	125	100	0	99.00%	100%
synthetic_stool_low_S63__FR687360.1-359288/1	2	125	100	0	96.00%	100%
synthetic_stool_low_S63__FR687360.1-177244/1	2	125	100	0	99.00%	100%
synthetic_stool_low_S63__FR687360.1-160128/2	2	125	100	0	96.00%	100%
synthetic_stool_low_S63__FR687360.1-140312/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S63__FR687360.1-36376/2	2	125	100	0	99.00%	100%
synthetic_stool_low_S63__FR687360.1-22250/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S57__FR687360.1-262184/2	2	125	100	0	96.00%	100%
synthetic_stool_high_S0__FR687360.1-1088574/1	2	125	100	0	98.00%	100%
synthetic_stool_high_S0__FR687360.1-599096/2	2	125	100	0	96.00%	100%
synthetic_stool_high_S0__FR687360.1-358284/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S0__FR687360.1-200056/1	2	125	100	0	98.00%	100%
synthetic_stool_high_S0__FR687360.1-23760/2	2	125	100	0	98.00%	100%
synthetic_stool_high_S43__FR687360.1-364930/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S43__FR687360.1-139394/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S43__FR687360.1-106220/1	2	125	100	0	97.00%	100%
synthetic_stool_high_S43__FR687360.1-99186/2	2	125	100	0	97.00%	100%
synthetic_stool_high_S43__FR687360.1-81254/1	2	125	100	0	97.00%	100%
synthetic_stool_high_S12__FR687360.1-8290/2	2	125	100	0	98.00%	100%
synthetic_stool_low_S52__FR687360.1-380740/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S46__FR687360.1-291772/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S46__FR687360.1-71982/1	2	125	100	0	99.00%	100%
synthetic_stool_low_S20__FR687360.1-535116/1	2	125	100	0	96.00%	100%
synthetic_stool_low_S20__FR687360.1-376600/2	2	125	100	0	98.00%	100%
synthetic_stool_low_S20__FR687360.1-336724/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S20__FR687360.1-114630/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S20__FR687360.1-86830/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S48__FR687360.1-13654/1	2	125	100	0	97.00%	100%
synthetic_stool_high_S48__FR687360.1-58062/2	2	125	100	0	96.00%	100%
synthetic_stool_low_S24__FR687360.1-548852/1	2	125	100	0	97.00%	100%
synthetic_stool_high_S14__FR687360.1-6244/1	2	125	100	0	98.00%	100%
synthetic_stool_high_S9__FR687360.1-260962/1	2	125	100	0	98.00%	100%
synthetic_stool_high_S9__FR687360.1-253626/2	2	125	100	0	97.00%	100%
synthetic_stool_high_S9__FR687360.1-213140/1	2	125	100	0	98.00%	100%
synthetic_stool_high_S64__FR687360.1-172606/1	2	125	100	0	97.00%	100%
synthetic_stool_high_S64__FR687360.1-115820/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S31__FR687360.1-1698194/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S31__FR687360.1-1666222/2	2	125	100	0	97.00%	100%
synthetic_stool_high_S31__FR687360.1-1409096/2	2	125	100	0	97.00%	100%
synthetic_stool_high_S31__FR687360.1-1348678/2	2	125	100	0	97.00%	100%
synthetic_stool_high_S31__FR687360.1-1173680/2	2	125	100	0	97.00%	100%
synthetic_stool_high_S31__FR687360.1-859844/2	2	125	100	0	96.00%	100%
synthetic_stool_high_S31__FR687360.1-301686/2	2	125	100	0	98.00%	100%
synthetic_stool_high_S31__FR687360.1-107406/2	2	125	100	0	99.00%	100%
synthetic_stool_high_S31__FR687360.1-51648/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S34__FR687360.1-33822/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S15__FR687360.1-30766/1	2	125	100	0	97.00%	100%
synthetic_stool_low_S15__FR687360.1-1958/2	2	125	100	0	96.00%	100%
synthetic_stool_high_S38__FR687360.1-3964/1	2	125	100	0	96.00%	100%
synthetic_stool_high_S69__FR687360.1-45912/2	2	125	100	0	97.00%	100%
synthetic_stool_high_S45__CP009215.1-1789964/2	3	1	100	1	100	100%
synthetic_stool_high_S45__AP009049.1-19268/1	4	252	100	1	100	100%
synthetic_stool_low_S23__CP000673.1-6814982/2	4	252	100	0	97.00%	100%
synthetic_stool_low_S23__CP000673.1-6610744/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S23__CP000673.1-6399864/1	4	252	100	0	97.00%	100%
synthetic_stool_low_S23__CP000673.1-6116090/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S23__CP000673.1-5456456/2	4	252	100	0	97.00%	100%
synthetic_stool_low_S23__CP000673.1-4590898/2	4	252	100	0	98.00%	100%
synthetic_stool_low_S23__CP000673.1-4416506/1	4	252	100	0	100.00%	100%
synthetic_stool_low_S23__CP000673.1-3182062/2	4	252	100	0	98.00%	100%
synthetic_stool_low_S23__CP000673.1-1422692/2	4	252	100	0	96.00%	100%
synthetic_stool_low_S23__CP000673.1-1374700/2	4	252	100	0	97.00%	100%
synthetic_stool_low_S23__CP000673.1-1254778/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S23__CP000673.1-839754/1	4	252	100	0	98.00%	100%
synthetic_stool_low_S23__CP000673.1-713780/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S64__AP009049.1-5587530/1	4	252	100	0	98.00%	100%
synthetic_stool_low_S64__AP009049.1-4888060/2	4	252	100	0	96.00%	100%
synthetic_stool_low_S64__AP009049.1-1934580/2	4	252	100	0	97.00%	100%
synthetic_stool_low_S64__AP009049.1-1774006/2	4	252	100	0	99.00%	100%
synthetic_stool_low_S64__AP009049.1-1679660/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S64__AP009049.1-924966/2	4	252	100	0	99.00%	100%
synthetic_stool_high_S68__AP009049.1-179968/2	4	252	100	0	98.00%	100%
synthetic_stool_high_S68__AP009049.1-176210/2	4	252	100	0	97.00%	100%
synthetic_stool_high_S68__AP009049.1-168188/2	4	252	100	0	97.00%	100%
synthetic_stool_high_S68__AP009049.1-38564/2	4	252	100	0	99.00%	100%
synthetic_stool_high_S68__CP000673.1-2641056/1	4	252	100	0	96.00%	100%
synthetic_stool_high_S68__CP000673.1-1632848/1	4	252	100	0	97.00%	100%
synthetic_stool_high_S68__CP000673.1-1500930/1	4	252	100	0	97.00%	100%
synthetic_stool_high_S68__CP000673.1-1497462/2	4	252	100	0	100.00%	100%
synthetic_stool_high_S68__CP000673.1-1290890/1	4	252	100	0	97.00%	100%
synthetic_stool_high_S68__CP000673.1-1229780/2	4	252	100	0	98.00%	100%
synthetic_stool_high_S68__CP000673.1-1079842/1	4	252	100	0	97.00%	100%
synthetic_stool_high_S68__CP000673.1-807284/2	4	252	100	0	96.00%	100%
synthetic_stool_high_S68__CP000673.1-734100/2	4	252	100	0	96.00%	100%
synthetic_stool_low_S28__AP009049.1-34676/2	4	252	100	0	98.00%	100%
synthetic_stool_high_S28__AP009049.1-59748/1	4	252	100	0	96.00%	100%
synthetic_stool_high_S6__AP009049.1-177428/2	4	252	100	0	98.00%	100%
synthetic_stool_low_S42__AP009049.1-2750474/1	4	252	100	0	97.00%	100%
synthetic_stool_low_S42__AP009049.1-2662686/2	4	252	100	0	96.00%	100%
synthetic_stool_low_S42__AP009049.1-2346210/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S42__AP009049.1-1934548/1	4	252	100	0	97.00%	100%
synthetic_stool_low_S42__AP009049.1-1389412/2	4	252	100	0	97.00%	100%
synthetic_stool_low_S42__AP009049.1-1000394/1	4	252	100	0	96.00%	100%
synthetic_stool_high_S7__CP000673.1-76700/2	4	252	100	0	100.00%	100%
synthetic_stool_high_S7__CP000673.1-12694/1	4	252	100	0	96.00%	100%
synthetic_stool_high_S7__AP009049.1-4089102/2	4	252	100	0	98.00%	100%
synthetic_stool_high_S7__AP009049.1-3891672/2	4	252	100	0	99.00%	100%
synthetic_stool_high_S7__AP009049.1-3813574/2	4	252	100	0	96.00%	100%
synthetic_stool_high_S7__AP009049.1-3025988/1	4	252	100	0	100.00%	100%
synthetic_stool_high_S7__AP009049.1-1694844/1	4	252	100	0	97.00%	100%
synthetic_stool_high_S7__AP009049.1-1622662/2	4	252	100	0	98.00%	100%
synthetic_stool_high_S7__AP009049.1-1459132/2	4	252	100	0	96.00%	100%
synthetic_stool_high_S7__AP009049.1-197188/2	4	252	100	0	97.00%	100%
synthetic_stool_high_S41__AP009049.1-797968/1	4	252	100	0	97.00%	100%
synthetic_stool_high_S41__AP009049.1-684826/2	4	252	100	0	96.00%	100%
synthetic_stool_high_S66__CP000673.1-895676/2	4	252	100	0	97.00%	100%
synthetic_stool_high_S66__CP000673.1-680524/2	4	252	100	0	99.00%	100%
synthetic_stool_high_S66__CP000673.1-474094/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S9__AP009049.1-6416202/1	4	252	100	0	98.00%	100%
synthetic_stool_low_S9__AP009049.1-5768782/2	4	252	100	0	98.00%	100%
synthetic_stool_low_S9__AP009049.1-5606044/1	4	252	100	0	97.00%	100%
synthetic_stool_low_S9__AP009049.1-5489044/1	4	252	100	0	99.00%	100%
synthetic_stool_low_S9__AP009049.1-5320222/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S9__AP009049.1-4937562/2	4	252	100	0	96.00%	100%
synthetic_stool_low_S9__AP009049.1-4909590/2	4	252	100	0	99.00%	100%
synthetic_stool_low_S9__AP009049.1-4886948/1	4	252	100	0	97.00%	100%
synthetic_stool_low_S9__AP009049.1-4858082/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S9__AP009049.1-3841386/1	4	252	100	0	97.00%	100%
synthetic_stool_low_S9__AP009049.1-3434240/1	4	252	100	0	98.00%	100%
synthetic_stool_low_S9__AP009049.1-3398460/2	4	252	100	0	97.00%	100%
synthetic_stool_low_S9__AP009049.1-2959268/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S9__AP009049.1-2944000/2	4	252	100	0	99.00%	100%
synthetic_stool_low_S9__AP009049.1-2908384/2	4	252	100	0	96.00%	100%
synthetic_stool_low_S9__AP009049.1-2841742/1	4	252	100	0	99.00%	100%
synthetic_stool_low_S9__AP009049.1-2512130/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S9__AP009049.1-2060202/2	4	252	100	0	97.00%	100%
synthetic_stool_low_S9__AP009049.1-1625556/1	4	252	100	0	99.00%	100%
synthetic_stool_low_S9__AP009049.1-1549456/2	4	252	100	0	98.00%	100%
synthetic_stool_low_S9__AP009049.1-1284302/2	4	252	100	0	96.00%	100%
synthetic_stool_low_S9__AP009049.1-1045352/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S9__AP009049.1-156560/1	4	252	100	0	99.00%	100%
synthetic_stool_low_S25__CP000673.1-5080392/2	4	252	100	0	97.00%	100%
synthetic_stool_low_S25__CP000673.1-4838358/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S25__CP000673.1-3959338/1	4	252	100	0	98.00%	100%
synthetic_stool_low_S25__CP000673.1-1271420/1	4	252	100	0	97.00%	100%
synthetic_stool_low_S25__CP000673.1-427496/1	4	252	100	0	98.00%	100%
synthetic_stool_high_S39__AP009049.1-21332/2	4	252	100	0	100.00%	100%
synthetic_stool_low_S11__CP000673.1-2037402/2	4	252	100	0	96.00%	100%
synthetic_stool_low_S11__CP000673.1-1544078/2	4	252	100	0	98.00%	100%
synthetic_stool_high_S15__CP000673.1-33500/2	4	252	100	0	99.00%	100%
synthetic_stool_high_S23__CP000673.1-34386/1	4	252	100	0	100.00%	100%
synthetic_stool_low_S63__CP000673.1-4733840/2	4	252	100	0	96.00%	100%
synthetic_stool_low_S63__CP000673.1-3264632/2	4	252	100	0	98.00%	100%
synthetic_stool_low_S63__CP000673.1-3037984/2	4	252	100	0	98.00%	100%
synthetic_stool_low_S63__CP000673.1-3032816/1	4	252	100	0	97.00%	100%
synthetic_stool_low_S63__CP000673.1-2944456/2	4	252	100	0	97.00%	100%
synthetic_stool_low_S63__CP000673.1-2597544/1	4	252	100	0	97.00%	100%
synthetic_stool_low_S63__CP000673.1-2492226/1	4	252	100	0	96.00%	100%
synthetic_stool_low_S63__CP000673.1-2327718/1	4	252	100	0	97.00%	100%
synthetic_stool_high_S57__CP000673.1-312906/1	4	252	100	0	99.00%	100%
synthetic_stool_high_S0__AP009049.1-372212/2	4	252	100	0	96.00%	100%
synthetic_stool_high_S0__AP009049.1-263930/1	4	252	100	0	97.00%	100%
synthetic_stool_low_S32__CP000673.1-1687958/2	4	252	100	0	96.00%	100%
synthetic_stool_low_S32__CP000673.1-994624/1	4	252	100	0	98.00%	100%
